gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
2,3,4,2,2,1,2,12,4,3,2,1,1,1,1,,2,2,3,1,5,,1,2,5,1,2,1,3,1,1,4,4,1,1,8,,3,,1,1,2,1,2,3,1,3,2,2,2,1,3,90,4,4,9,8,4,2,1,0,0,0,0,0,0,0,0,2,5,5,4,2,1,4,3,,1,4,3,4,4,1,1,1,,4,8,0,2,2,,1,5,5,5,1,2,4,5,1,4,4,2,2,3,2,,1,5,2,2,3,4,0,,,3,1,,0,0,2,0,1,14,1,,,17,2,8,,2,6,1,270,2,5,2,4,1,3,8,10,2,16,15,8,,1,4,,7.5,2,,6,Boy,Prefer not to say,I describe myself in another way,No,No,Yes,No,11 years old,4,3,2,1 - Completely not true,1 - Completely not true,1 - Completely not true,1,,A little like me,A little like me,Somewhat like me,None of the time,All of the time,,None of the time,Rarely,All of the time,None of the time,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Fairly Often,Fairly Often,Never,Never,8,,Always,,Never,Never,Sometimes,Never,Sometimes,Always,Never,Always,Some of the time,Agree,Agree,Yes,3 days,Around 1.5 hours,Not often,2 to 3 hours,Limited,Yes,No,No,No,No,No,No,No,No,A little,5 - Always,5 - Always,4,2,Yes,Fully,Very helpful,,Not at all,4,3,4,4,Yes,Not at all,Not helpful,,Fully,8,No,Unsure,Fairly safe,,Strongly agree,Strongly disagree,Strongly disagree,Never,Often or always,Some of the time,Hardly ever,Never,Strongly agree,Fully,Don't know,Quite a few,A little interested,Mostly,Sometimes,,Not at all,A lot,A little,1-3 times in last 6 months,4+ times in last 6 months,A few times a week,No,,,Comfortable,Not at all,,Non-FSM,Non-SEN,White British,No,School A
4,2,4,2,1,2,3,4,2,3,3,1,1,4,9,,1,3,4,4,2,4,1,5,1,1,3,2,3,4,2,5,3,3,4,11,2,3,1,2,3,3,3,2,1,3,3,5,1,4,1,1,90,5,6,7,9,5,3,,,,,,,,,,2,2,2,1,5,0,,,1,3,5,2,2,4,1,3,3,,1,2,0,,5,5,4,4,2,2,1,4,3,,4,4,4,,4,2,3,1,3,5,1,1,1,3,1,3,1,,4,10,0,1,1,1,1,20,9,,18,11,7,,6,5,5,1,90,1,3,3,1,3.5,2,6.5,12,2,10,13,2,,1,1,,,3,10,10,I describe myself in another way,No,I describe myself in another way,No,Yes,No,I don't know,3 years old,2,3,3,1 - Completely not true,1 - Completely not true,4,9,,Not at all like me,Somewhat like me,Mostly like me,Often,Rarely,Often,None of the time,All of the time,None of the time,None of the time,Disagree,Agree,Disagree,Strongly disagree,Agree,Very Often,Sometimes,Sometimes,Fairly Often,Prefer not to say,Agree,Always,Never,Sometimes,Always,Always,Always,Sometimes,Never,Always,Always,Never,Strongly agree,Strongly disagree,Yes,1 day,Around 1.5 hours,Almost never,4 to 5 hours,Several,,,,,,,,,,A little,2,2,1 - Never,5 - Always,No,,,Very uncomfortable,Mostly,5 - Always,2,2,4,Yes,Mostly,Very helpful,,Not at all,2,No,,Don't know,Strongly disagree,Disagree,Disagree,Agree,Some of the time,Often or always,Hardly ever,Occasionally,,Strongly disagree,Fully,Don't know,,Very interested,Slightly,Rarely,Not at all,Somewhat,A lot,Not at all,Not at all,Not at all,4+ times in last 6 months,Yes,Mostly,Not helpful,,Fully,Year 10,Non-FSM,SEN,Ethnic minority,Yes,School A
1,1,4,1,1,1,3,11,3,1,,1,5,4,10,4,2,4,4,2,4,4,5,3,3,2,3,3,2,3,2,,5,2,5,8,,1,,1,2,2,,1,1,1,2,2,4,3,0,1,60,,8,,,9,4,0,0,0,1,1,0,1,0,0,5,2,1,,2,0,,,4,3,4,3,2,2,1,2,1,,2,1,0,0,4,2,3,1,2,4,,1,3,4,1,2,2,3,1,4,1,1,3,2,5,1,1,4,0,,,1,3,10,1,1,1,1,4,,10,14,23,12,,8,,2,3,0,60,,1,4,4,1.5,1,6.5,10,5,,11,1,17,1,4,0,9,1,11,9,Girl,Yes,I describe myself in another way,Yes,Yes,Yes,I don't know,10 years old,3,1 - Completely not true,,1 - Completely not true,5 - Completely true,4,10 - completely,Very often,A little like me,Mostly like me,Mostly like me,Rarely,Often,Often,All of the time,Some of the time,Some of the time,Rarely,Disagree,Disagree,Agree,Disagree,Agree,,Very Often,Almost Never,Very Often,8,,Never,,Never,Sometimes,Sometimes,,Never,Never,Never,Sometimes,Some of the time,Strongly disagree,Disagree,No,1 day,Around 1 hour,,6 to 7 hours,Lots,No,No,No,Yes,Yes,No,Yes,No,No,A lot,2,1 - Never,,2,No,,,Very comfortable,Mostly,4,3,2,2,Yes,Slightly,Not helpful,,Slightly,1,No,No,Very unsafe,Agree,Neither agree nor disagree,Strongly agree,Agree,Hardly ever,,Often or always,Occasionally,Hardly ever,Strongly agree,Slightly,Poorer,A lot,Not interested,Fully,Often,Not at all,Somewhat,A little,A lot,Not at all,Not at all,A few times a week,No,,,Very uncomfortable,Mostly,Year 10,FSM,SEN,Ethnic minority,Yes,School D
2,4,5,2,3,3,3,9,2,4,4,1,1,2,,4,1,5,5,1,5,2,1,4,4,3,,4,2,3,3,5,3,4,2,2,2,3,1,1,2,1,1,1,2,3,2,1,4,2,1,0,30,3,1,6,3,5,1,1,1,0,1,1,0,0,0,1,2,4,5,4,1,1,1,1,,4,4,1,,5,1,2,2,,4,2,0,1,4,,2,2,1,2,5,4,2,1,2,4,3,4,1,5,3,4,3,5,4,1,3,3,0,,,1,3,8,1,1,2,1,5,20,,15,20,,6,2,13,1,4,1,0,3,8,1,1,2.25,1,4.25,15,2,14,,2,,1,3,1,,3,16,8,Boy,I describe myself in another way,Currently unsure,No,I don't know,I don't know,I don't know,8 years old,2,4,4,1 - Completely not true,1 - Completely not true,2,,Very often,Not at all like me,Very much like me,Very much like me,None of the time,All of the time,Rarely,None of the time,Often,Often,Some of the time,,Strongly disagree,Agree,Disagree,Disagree,Very Often,Sometimes,Fairly Often,Almost Never,2,Agree,Always,Never,Never,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Often or always,Strongly disagree,Agree,Yes,0 days,Around 30 minutes,Sometimes,None,None ,Yes,Yes,No,Yes,Yes,No,No,No,Yes,A little,4,5 - Always,4,1 - Never,Yes,Not at all,Not helpful,,Fully,4,1 - Never,,5 - Always,Yes,Slightly,Somewhat helpful,,Fully,2,No,Yes,Very unsafe,,Agree,Agree,Strongly agree,Some of the time,Never,Hardly ever,Some of the time,Often or always,Agree,Fully,About the same,Unsure,Not interested,Unsure,Rarely,Quite a bit,Somewhat,A lot,Quite a bit,Not at all,4+ times in last 6 months,4+ times in last 6 months,No,,,Very uncomfortable,Mostly,Year 8,FSM,SEN,White British,Yes,School E
4,3,3,1,,3,1,7,5,4,1,5,1,3,,1,2,1,3,2,4,1,1,3,,5,3,4,,,3,2,1,2,2,0,4,1,1,2,1,3,3,3,,2,2,1,2,1,0,4,,1,6,1,5,,2,1,0,0,0,1,1,1,1,0,,4,3,5,4,,,,,4,2,5,1,,0,,,3,1,,1,,3,5,3,1,3,3,4,4,1,5,3,3,1,1,2,,2,5,1,,3,1,3,2,1,1,2,,2,10,1,0,1,1,2,11,,7,,,9,0,,1,7,0,,5,3,2,,3,1.75,,10,,16,,,14.3333333333333,1,2,0,,2,,9,I describe myself in another way,Prefer not to say,Heterosexual/straight,Yes,,I don't know,Yes,6 years old,5 - Completely true,4,1 - Completely not true,5 - Completely true,1 - Completely not true,3,,Almost never,A little like me,Not at all like me,Somewhat like me,Rarely,Often,None of the time,None of the time,Some of the time,,All of the time,Disagree,Strongly disagree,,,Disagree,Almost Never,Never,Almost Never,Almost Never,0 - Very unhappy,Strongly disagree,Never,Never,Sometimes,Never,Always,Always,Always,,Sometimes,Sometimes,Often or always,Agree,Strongly agree,No,4 days,,Almost always,4 to 5 hours,Limited,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,4,3,5 - Always,4,,,,,Fully,2,5 - Always,1 - Never,,No,,,Comfortable,Not at all,,Yes,,Fairly unsafe,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Occasionally,Hardly ever,Hardly ever,Often or always,Never,Disagree,Mostly,Richer,Not many,A little interested,,Sometimes,A lot,Not at all,,Somewhat,Not at all,4+ times in last 6 months,1-3 times in last 6 months,Yes,Not at all,Somewhat helpful,,Slightly,Year 10,FSM,Non-SEN,Ethnic minority,Yes,School B
4,,4,2,3,2,3,16,2,1,1,2,,2,5,3,2,2,2,4,4,3,4,4,4,3,4,1,,1,1,3,1,,1,7,4,2,1,1,3,3,,1,,1,1,1,3,2,1,2,,3,4,,8,9,3,1,0,0,1,1,0,1,0,1,1,5,3,3,4,1,3,1,,4,3,4,5,1,1,4,,,2,,1,2,,2,3,5,3,3,5,5,2,5,4,4,4,4,3,5,2,3,1,3,4,1,2,2,0,,,3,3,10,1,0,2,1,7,,5,9,26,,,7,,1,5,1,,3,5,3,2,,3,,13,1,15,13,,,1,1,,,2,11,10,I describe myself in another way,,I describe myself in another way,No,I don't know,No,I don't know,15 years old,2,1 - Completely not true,1 - Completely not true,2,,2,5,Often,A little like me,A little like me,A little like me,Often,Often,Some of the time,Often,Often,Often,Some of the time,Strongly disagree,Strongly agree,,Strongly agree,Strongly agree,Sometimes,Never,,Never,7,Strongly disagree,Sometimes,Never,Never,Always,Always,,Never,,Never,Never,Often or always,Disagree,Agree,Yes,2 days,,Sometimes,2 to 3 hours,Several,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Not at all,5 - Always,3,3,4,Yes,Mostly,Not helpful,,Fully,3,4,5 - Always,1 - Never,Yes,Fully,,,Slightly,,Yes,Unsure,,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Occasionally,Never,Never,Some of the time,Never,Strongly disagree,Fully,Don't know,Unsure,Quite interested,Unsure,Sometimes,Somewhat,Not at all,Somewhat,Quite a bit,Not at all,1-3 times in last 6 months,1-3 times in last 6 months,No,,,Comfortable,Mostly,Year 10,FSM,Non-SEN,White British,Yes,School G
2,4,3,3,2,2,1,10,5,3,,4,2,4,4,1,5,2,2,,1,2,4,5,1,2,2,1,3,2,1,4,1,4,4,2,4,1,3,3,3,1,2,1,1,1,1,3,3,2,1,0,120,1,2,8,9,9,3,1,0,1,0,1,0,0,0,1,5,5,3,4,1,1,4,2,,1,5,3,1,4,1,4,,,4,6,1,2,1,,4,4,4,4,1,1,2,5,3,4,4,1,2,,3,1,5,1,,1,2,3,1,2,1,,,10,0,0,2,1,2,,4,10,,16,11,2,13,3,5,1,0,5,7,3,3.25,,1.5,,,5,13,13,6,,1,2,,,3,,9,Boy,I describe myself in another way,Heterosexual/straight,Unsure,No,No,Yes,9 years old,5 - Completely true,3,,4,2,4,4,Almost never,Very much like me,A little like me,A little like me,,None of the time,Rarely,Often,All of the time,None of the time,Rarely,Agree,Strongly agree,Disagree,Agree,Strongly agree,Fairly Often,Never,Fairly Often,Fairly Often,2,Strongly disagree,Never,Always,Always,Always,Never,Sometimes,Never,Never,Never,Never,Occasionally,Disagree,Agree,Yes,0 days,Around 2 hours or more,Almost always,Less than 1 hour,Several,Yes,No,Yes,No,Yes,No,No,No,Yes,A lot,5 - Always,3,4,1 - Never,Yes,Fully,Somewhat helpful,,Not at all,5 - Always,3,1 - Never,4,Yes,Fully,,,Fully,6,Yes,Unsure,Very safe,,Disagree,Disagree,Disagree,Hardly ever,Often or always,Often or always,Some of the time,Never,Disagree,Fully,Don't know,Not many,A little interested,,Rarely,Not at all,A lot,Not at all,,Not at all,1-3 times in last 6 months,4+ times in last 6 months,Yes,Slightly,Not helpful,,,Year 10,Non-FSM,Non-SEN,White British,Yes,School B
4,1,4,2,2,3,1,1,1,5,1,1,1,3,,5,3,2,4,1,3,5,1,5,3,1,1,,,1,2,5,2,3,3,3,5,1,1,2,1,1,3,2,1,3,2,1,2,1,1,2,60,3,8,5,3,8,2,0,0,0,0,1,1,1,0,1,4,4,5,1,1,0,,,4,4,2,5,3,3,0,,,1,4,5,1,0,,5,5,4,2,4,3,2,4,1,2,1,1,,1,3,3,5,4,3,4,1,4,2,0,,,3,4,8,0,1,2,1,6,20,,14,19,,7,3,13,1,7,1,120,3,1,2,4,1,3,8,13,4,11,13,5,,1,3,0,,3,16,8,I describe myself in another way,Yes,I describe myself in another way,No,No,I don't know,Yes,Under 1 year old,1 - Completely not true,5 - Completely true,1 - Completely not true,1 - Completely not true,1 - Completely not true,3,,Always,Somewhat like me,A little like me,Mostly like me,None of the time,Some of the time,All of the time,None of the time,All of the time,Some of the time,None of the time,Strongly agree,,,Strongly agree,Agree,Very Often,Almost Never,Sometimes,Sometimes,3,Prefer not to say,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,Always,Sometimes,Often or always,Agree,Strongly agree,Yes,2 days,Around 1 hour,Sometimes,6 to 7 hours,Limited,No,No,No,No,Yes,Yes,Yes,No,Yes,Quite a bit,4,5 - Always,1 - Never,1 - Never,No,,,Very comfortable,Fully,2,5 - Always,3,3,No,,,Very uncomfortable,Fully,5 - Not happy or unhappy,Yes,No,,Strongly disagree,Strongly disagree,Disagree,Agree,Hardly ever,Occasionally,Some of the time,Hardly ever,Often or always,Agree,Not at all,Richer,,Not interested,Mostly,Rarely,A lot,Quite a bit,Somewhat,Quite a bit,Not at all,A few times a week,1-3 times in last 6 months,No,,,Comfortable,Fully,Year 8,Non-FSM,SEN,White British,Yes,School F
5,4,2,,2,3,3,3,5,4,3,5,2,4,5,1,2,5,5,4,4,5,3,5,1,1,1,3,1,1,4,5,,1,5,0,3,3,1,3,1,1,3,3,3,2,2,1,4,1,1,5,60,5,5,3,8,9,1,1,1,0,1,1,0,1,0,0,3,1,1,2,4,1,1,3,,2,4,2,1,5,0,,,4,1,6,0,1,2,4,2,3,5,4,2,5,5,4,1,1,4,4,2,1,4,5,2,3,2,1,2,4,0,,,1,3,,0,1,2,1,5,15,5,13,23,15,,0,8,1,5,1,300,1,4,1,2.5,4,1,7.5,7,3,8,12,6,13.6666666666667,1,4,,,4,12,8,Currently unsure,I describe myself in another way,Gay/lesbian,,No,I don't know,I don't know,2 years old,5 - Completely true,4,3,5 - Completely true,2,4,5,Almost never,A little like me,Very much like me,Very much like me,Often,Often,All of the time,Some of the time,All of the time,None of the time,None of the time,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Very Often,,Never,Very Often,0 - Very unhappy,Disagree,Always,Never,Always,Never,Never,Always,Always,Always,Sometimes,Sometimes,Often or always,Strongly disagree,Strongly agree,Yes,5 days,Around 1 hour,Almost never,3 to 4 hours,None ,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Somewhat,1 - Never,1 - Never,2,4,Yes,Not at all,Very helpful,,Slightly,4,2,1 - Never,5 - Always,No,,,Very comfortable,Not at all,6,No,Yes,Fairly safe,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Hardly ever,Some of the time,Never,Never,Hardly ever,Strongly agree,Not at all,Don't know,Unsure,A little interested,Not at all,Never,A lot,A little,Somewhat,A little,Not at all,1-3 times in last 6 months,A few times a week,No,,,Very uncomfortable,Mostly,,Non-FSM,SEN,White British,Yes,School E
1,4,6,,2,3,2,8,5,3,5,5,1,4,5,5,3,3,2,3,5,4,1,4,1,5,3,4,,2,4,3,2,1,2,5,3,2,1,1,3,2,2,3,3,1,3,1,4,2,,0,30,4,9,5,1,9,3,0,1,1,0,0,1,1,0,0,1,2,2,1,3,1,4,3,,3,4,2,5,2,1,2,,,,,0,2,2,2,2,5,2,4,5,,2,3,4,3,1,3,,1,3,1,1,5,5,4,3,3,1,1,3,,4,8,1,1,1,1,6,15,5,13,23,,6,5,9,1,4,,0,2,0,3,4,,2.5,,,1,8,13,,16.6666666666667,1,1,0,,3,12,5,Girl,I describe myself in another way,Prefer not to say,,No,I don't know,No,7 years old,5 - Completely true,3,5 - Completely true,5 - Completely true,1 - Completely not true,4,5,Always,Somewhat like me,Somewhat like me,A little like me,Some of the time,All of the time,Often,None of the time,Often,None of the time,All of the time,Disagree,Strongly disagree,,Agree,Strongly disagree,Sometimes,Almost Never,Never,Almost Never,5 - Not happy or unhappy,Disagree,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Always,Never,Always,Often or always,Strongly disagree,Agree,,0 days,Around 30 minutes,Not often,7 hours or more,Several,No,Yes,Yes,No,No,Yes,Yes,No,No,Not at all,2,2,1 - Never,3,Yes,Fully,Very helpful,,Mostly,4,2,5 - Always,2,Yes,Slightly,,,,,No,Unsure,Fairly safe,Agree,Agree,Strongly disagree,Agree,Hardly ever,Never,,Some of the time,Occasionally,Strongly disagree,Mostly,Richer,A lot,,Not at all,Rarely,Not at all,Not at all,A lot,A lot,A few times a week,4+ times in last 6 months,4+ times in last 6 months,Yes,Not at all,Very helpful,,Fully,Year 8,FSM,SEN,Ethnic minority,Yes,School F
5,5,,2,1,1,1,16,2,5,1,5,4,2,9,5,4,1,5,4,2,2,5,4,3,1,,4,3,1,1,2,3,1,5,5,1,2,3,2,2,2,1,2,1,1,1,1,2,4,1,1,60,4,9,8,7,2,,1,1,0,0,1,1,1,1,0,3,2,1,2,4,1,4,2,,4,4,3,2,5,0,,,2,4,,1,1,3,2,2,1,,2,,2,4,3,4,1,1,,5,3,4,2,2,,1,4,2,2,0,,,1,4,8,1,1,2,0,7,17,9,15,21,,9,5,13,1,4,1,60,2,0,,3.25,2,1,6.25,13,3,9,14,,,1,1,0,,4,,7,Currently unsure,Not sure,,No,Yes,Yes,Yes,15 years old,2,5 - Completely true,1 - Completely not true,5 - Completely true,4,2,9,Always,Mostly like me,Not at all like me,Very much like me,Often,Rarely,Rarely,All of the time,Often,Some of the time,None of the time,,Strongly disagree,Disagree,Strongly agree,Strongly agree,Almost Never,Sometimes,Never,Very Often,5 - Not happy or unhappy,Strongly agree,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Often or always,Agree,Strongly disagree,Yes,1 day,Around 1 hour,Not often,7 hours or more,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Somewhat,2,1 - Never,2,4,Yes,Fully,Somewhat helpful,,Fully,4,3,2,5 - Always,No,,,Uncomfortable,Fully,,Yes,Yes,Fairly unsafe,Agree,Agree,Strongly agree,,Some of the time,,Some of the time,Hardly ever,Occasionally,Strongly disagree,Not at all,Richer,,Unsure,Mostly,Never,A little,A little,,Not at all,A few times a week,1-3 times in last 6 months,1-3 times in last 6 months,No,,,Very uncomfortable,Fully,Year 8,FSM,SEN,White British,No,School G
,2,5,,2,1,2,11,5,4,3,4,5,5,4,4,3,5,2,3,3,3,2,1,2,1,3,2,3,3,4,3,3,3,2,1,2,3,2,2,3,2,2,3,1,1,3,3,1,1,0,7,60,2,1,2,3,1,4,0,1,0,0,0,0,0,0,0,1,5,3,3,5,,,,,4,3,5,1,3,0,,,2,3,1,0,1,5,2,3,1,2,3,3,3,1,4,2,3,2,1,,,1,,4,2,,2,,3,0,,,,3,8,1,0,1,1,2,20,4,14,15,10,7,1,8,3,8,0,420,4,8,4,,2,,,13,1,16,12,1,,1,3,0,,1,,,,No,Currently unsure,,No,Yes,No,10 years old,5 - Completely true,4,3,4,5 - Completely true,5 - Completely true,4,Very often,Somewhat like me,Very much like me,A little like me,Some of the time,Some of the time,Some of the time,Rarely,None of the time,Rarely,None of the time,Disagree,Agree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Almost Never,1,Agree,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Always,Occasionally,Strongly agree,Strongly agree,No,7 days,Around 1 hour,Often,None,Lots,No,Yes,No,No,No,No,No,No,No,Not at all,5 - Always,3,3,5 - Always,,,,,Fully,3,5 - Always,1 - Never,3,No,,,Uncomfortable,Mostly,1,No,Yes,Don't know,Agree,Neither agree nor disagree,Strongly agree,Agree,Occasionally,Occasionally,Occasionally,Often or always,Hardly ever,Agree,Mostly,Poorer,Not many,,,Often,,Quite a bit,A little,,1-3 times in last 6 months,,4+ times in last 6 months,No,,,,Mostly,Year 8,FSM,Non-SEN,Ethnic minority,Yes,School B
3,4,5,1,3,2,1,13,2,4,1,1,3,3,,5,5,4,4,4,2,1,1,3,1,4,3,4,1,2,3,2,2,4,3,1,5,2,1,1,3,2,3,3,1,3,2,4,3,2,1,4,60,4,2,,7,6,1,,,,,,,,,,4,2,2,5,2,0,,,2,1,1,,2,5,0,,,2,,7,0,2,2,3,3,1,2,4,1,1,4,5,2,4,1,1,4,4,1,4,1,,4,4,4,3,1,2,1,,4,8,,1,1,1,1,20,,18,16,12,11,1,9,4,5,1,240,2,7,1,2,2,1.5,5.5,,4,11,,7,18.6666666666667,1,3,0,9,1,,4,Non-binary,I describe myself in another way,Currently unsure,Yes,I don't know,No,Yes,12 years old,2,4,1 - Completely not true,1 - Completely not true,3,3,,Always,Very much like me,Mostly like me,Mostly like me,Often,Rarely,None of the time,None of the time,Some of the time,None of the time,Often,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Almost Never,Almost Never,Fairly Often,Sometimes,1,Prefer not to say,Sometimes,Never,Never,Always,Sometimes,Always,Always,Never,Always,Sometimes,Hardly ever,Disagree,Agree,Yes,4 days,Around 1 hour,Not often,Less than 1 hour,None ,,,,,,,,,,Quite a bit,2,2,5 - Always,2,No,,,Uncomfortable,Not at all,1 - Never,,2,5 - Always,No,,,Uncomfortable,,7,No,Unsure,Fairly safe,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Hardly ever,Often or always,Often or always,Hardly ever,Never,Agree,Fully,Richer,Not many,Very interested,Fully,Often,Quite a bit,Not at all,,Quite a bit,A few times a week,A few times a week,4+ times in last 6 months,Yes,Slightly,Not helpful,,Fully,Year 8,,SEN,Ethnic minority,Yes,School A
1,5,2,,3,1,1,6,5,3,4,3,5,5,1,2,1,3,3,5,3,2,3,2,3,5,2,4,2,3,1,3,2,5,2,2,1,1,1,1,1,2,1,2,2,2,2,3,2,,1,2,120,1,8,,1,8,3,1,1,0,1,0,0,1,1,1,5,4,5,1,5,0,,,3,3,3,4,5,1,1,,3,,3,6,0,,3,,5,4,,2,4,4,4,2,4,3,4,2,3,2,3,4,3,3,2,1,2,1,1,1,3,,4,8,1,1,2,0,7,21,1,9,23,13,10,2,15,3,,1,240,5,1,3,3,,2.5,,13,5,15,13,6,,1,1,,7.5,3,12,11,Girl,Not sure,Gay/lesbian,,I don't know,Yes,Yes,5 years old,5 - Completely true,3,4,3,5 - Completely true,5 - Completely true,1,Sometimes,Not at all like me,Somewhat like me,Somewhat like me,All of the time,Some of the time,Rarely,Some of the time,Rarely,Some of the time,All of the time,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Sometimes,Almost Never,Very Often,Almost Never,2,Strongly agree,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Occasionally,Agree,,Yes,2 days,Around 2 hours or more,Almost always,6 to 7 hours,Several,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,A lot,4,5 - Always,1 - Never,5 - Always,No,,,Comfortable,Mostly,3,4,5 - Always,1 - Never,Yes,,Very helpful,,Mostly,6,No,,Fairly unsafe,,Strongly disagree,Disagree,,Some of the time,Hardly ever,Hardly ever,Hardly ever,Some of the time,Strongly disagree,Mostly,Don't know,Quite a few,Quite interested,Slightly,Rarely,Quite a bit,Somewhat,Somewhat,A little,Not at all,1-3 times in last 6 months,Not at all,Yes,Not at all,Very helpful,,Fully,Year 8,FSM,SEN,White British,No,School G
