variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
home_relationship_score,12.481481481481481,81.0,School G,All,All,All,All,600.0,7.0,12.046666666666667,0.21150067826301447,11.835165988403652,12.258167344929682,above,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.881720430107527,93.0,School G,All,All,All,All,715.0,7.0,4.977622377622378,0.2113233148450148,4.766299062777363,5.188945692467393,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.264150943396222,53.0,School G,All,All,All,All,411.0,7.0,14.845904298459041,0.2967944286424541,14.549109869816588,15.142698727101495,below,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0377358490566038,106.0,School G,All,All,All,All,800.0,7.0,1.01625,0.010962703457973282,1.0052872965420268,1.0272127034579734,above,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.29,100.0,School G,All,All,All,All,741.0,7.0,2.358974358974359,0.12880316274259573,2.230171196231763,2.487777521716955,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.32857142857142857,70.0,School G,All,All,All,All,563.0,7.0,0.3605683836589698,0.05484287680450605,0.30572550685446376,0.4154112604634759,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.619047619047619,42.0,School G,All,All,All,All,300.0,7.0,7.391666666666667,0.3181993233844969,7.07346734328217,7.7098659900511635,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.323529411764706,102.0,School G,All,All,All,All,772.0,7.0,2.488341968911917,0.08828667317205108,2.400055295739866,2.576628642083968,below,Climate change,"
Worries regarding climate change"
social_score,11.933333333333334,60.0,School G,All,All,All,All,514.0,7.0,11.879377431906615,0.18794091271534927,11.691436519191265,12.067318344621965,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.480392156862745,102.0,School G,All,All,All,All,760.0,7.0,7.552631578947368,0.09617890117673449,7.456452677770634,7.648810480124102,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.529411764705884,34.0,School G,Year 8,All,All,All,258.0,7.0,17.7015503875969,0.6448373315428396,17.05671305605406,18.346387719139738,above,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.953488372093023,43.0,School G,Year 8,All,All,All,375.0,7.0,4.986666666666666,0.4747899202520523,4.511876746414614,5.461456586918719,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,12.217391304347826,46.0,School G,Year 8,All,All,All,385.0,7.0,12.044155844155844,0.24035612920707247,11.803799714948772,12.284511973362916,average,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,21.027027027027028,37.0,School G,Year 8,All,All,All,295.0,7.0,20.91864406779661,0.6697884826230059,20.248855585173605,21.588432550419615,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,13.090909090909092,33.0,School G,Year 8,All,All,All,253.0,7.0,12.889328063241107,0.26577423399598266,12.623553829245125,13.15510229723709,average,Self-esteem,"
How much young people value themselves"
stress_score,8.21951219512195,41.0,School G,Year 8,All,All,All,323.0,7.0,7.786377708978328,0.39820784727167047,7.388169861706658,8.18458555625,above,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,4.534883720930233,43.0,School G,Year 8,All,All,All,386.0,7.0,5.11139896373057,0.5430179787832097,4.5683809849473604,5.65441694251378,below,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.392857142857142,28.0,School G,Year 8,All,All,All,244.0,7.0,9.89344262295082,0.5022375746416511,9.39120504830917,10.39568019759247,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,2.6041666666666665,48.0,School G,Year 8,All,All,All,409.0,7.0,2.9706601466992666,0.25758837105717847,2.713071775642088,3.228248517756445,below,Loneliness,"
How often young people feel lonely"
support_score,4.840909090909091,44.0,School G,Year 8,All,All,All,383.0,7.0,4.859007832898173,0.17865111372388692,4.680356719174286,5.037658946622059,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.5,48.0,School G,Year 8,All,All,All,390.0,7.0,0.48717948717948717,0.062251745674502,0.4249277415049852,0.5494312328539892,average,Sleep,"
How much sleep young people get"
physical_score,244.5,40.0,School G,Year 8,All,All,All,356.0,7.0,245.14044943820224,20.842676931140833,224.2977725070614,265.9831263693431,average,Physical activity,"
How physically active young people are"
free_like_score,2.625,48.0,School G,Year 8,All,All,All,398.0,7.0,3.128140703517588,0.21383540985944516,2.914305293658143,3.341976113377033,below,Free time,"
How often young people can do things that they like in their free time"
media_score,3.795918367346939,49.0,School G,Year 8,All,All,All,413.0,7.0,4.038740920096853,0.26833370727547146,3.7704072128213815,4.307074627372324,average,Social media use,"
How much time young people spend on social media"
places_score,2.617021276595745,47.0,School G,Year 8,All,All,All,406.0,7.0,2.4679802955665027,0.12738462358755473,2.340595671978948,2.5953649191540573,above,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.197674418604651,43.0,School G,Year 8,All,All,All,344.0,7.0,2.4825581395348837,0.20168943494349417,2.2808687045913896,2.684247574478378,below,NULL,NULL
home_talk_score,2.552325581395349,43.0,School G,Year 8,All,All,All,363.0,7.0,2.5674931129476586,0.03716562156233127,2.5303274913853273,2.60465873450999,average,NULL,NULL
peer_talk_score,2.6474358974358974,39.0,School G,Year 8,All,All,All,361.0,7.0,2.646814404432133,0.1272349975396153,2.5195794068925177,2.7740494019717485,average,NULL,NULL
talk_score,7.28125,32.0,School G,Year 8,All,All,All,261.0,7.0,7.71455938697318,0.2519414600394252,7.4626179269337545,7.966500847012606,below,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.736842105263158,38.0,School G,Year 8,All,All,All,354.0,7.0,10.008474576271187,0.37061497341653044,9.637859602854656,10.379089549687718,above,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.0,42.0,School G,Year 8,All,All,All,369.0,7.0,2.907859078590786,0.27707248820797853,2.6307865903828076,3.1849315667987645,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.292682926829269,41.0,School G,Year 8,All,All,All,352.0,7.0,12.034090909090908,0.17923045321507225,11.854860455875835,12.213321362305981,above,Support from staff,"
The support received from adults at school"
home_relationship_score,12.195121951219512,41.0,School G,Year 8,All,All,All,310.0,7.0,12.03225806451613,0.3363675785896209,11.695890485926508,12.368625643105752,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.840909090909091,44.0,School G,Year 8,All,All,All,368.0,7.0,4.951086956521739,0.25677479531187714,4.694312161209862,5.207861751833616,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.043478260869565,23.0,School G,Year 8,All,All,All,213.0,7.0,14.904538341158057,0.477334731396729,14.427203609761328,15.381873072554786,below,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0204081632653061,49.0,School G,Year 8,All,All,All,416.0,7.0,1.0096153846153846,0.010830670016508477,0.9987847145988761,1.020446054631893,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.276595744680851,47.0,School G,Year 8,All,All,All,380.0,7.0,2.373684210526316,0.17254068391754365,2.201143526608772,2.5462248944438595,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.3055555555555556,36.0,School G,Year 8,All,All,All,287.0,7.0,0.3797909407665505,0.07639881835504894,0.3033921224115016,0.4561897591215994,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.305555555555555,18.0,School G,Year 8,All,All,All,144.0,7.0,7.315972222222222,0.3376740237037915,6.978298198518431,7.653646245926014,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.25,48.0,School G,Year 8,All,All,All,403.0,7.0,2.5459057071960296,0.15228524508313718,2.3936204621128923,2.698190952279167,below,Climate change,"
Worries regarding climate change"
social_score,12.333333333333334,27.0,School G,Year 8,All,All,All,262.0,7.0,12.080152671755725,0.38471471958745745,11.695437952168268,12.464867391343182,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.804347826086956,46.0,School G,Year 8,All,All,All,391.0,7.0,7.608695652173913,0.18382756893169952,7.424868083242213,7.792523221105613,above,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.91304347826087,23.0,School G,Year 10,All,All,All,189.0,6.0,18.04232804232804,0.5289750457056807,17.51335299662236,18.571303088033723,above,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.571428571428571,42.0,School G,Year 10,All,All,All,286.0,6.0,5.094405594405594,0.2964481974070278,4.797957396998567,5.390853791812622,below,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.5,42.0,School G,Year 10,All,All,All,283.0,6.0,12.060070671378092,0.5660298251440183,11.494040846234075,12.62610049652211,average,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,21.451612903225808,31.0,School G,Year 10,All,All,All,204.0,6.0,21.191176470588236,1.0648969898699245,20.12627948071831,22.25607346045816,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,13.4,30.0,School G,Year 10,All,All,All,188.0,6.0,12.670212765957446,0.5242803716024201,12.145932394355025,13.194493137559867,above,Self-esteem,"
How much young people value themselves"
stress_score,8.472222222222221,36.0,School G,Year 10,All,All,All,247.0,6.0,7.9271255060728745,0.3430786797515921,7.584046826321282,8.270204185824467,above,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,3.880952380952381,42.0,School G,Year 10,All,All,All,287.0,6.0,4.895470383275262,0.473249424630882,4.42222095864438,5.368719807906143,below,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.826086956521738,23.0,School G,Year 10,All,All,All,163.0,6.0,9.822085889570552,0.4132009424050756,9.408884947165475,10.235286831975628,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.1333333333333333,45.0,School G,Year 10,All,All,All,309.0,6.0,3.177993527508091,0.15034996623771166,3.0276435612703794,3.3283434937458023,average,Loneliness,"
How often young people feel lonely"
support_score,4.767441860465116,43.0,School G,Year 10,All,All,All,289.0,6.0,4.875432525951557,0.17500534564716672,4.70042718030439,5.0504378715987235,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.4883720930232558,43.0,School G,Year 10,All,All,All,296.0,6.0,0.5033783783783784,0.041377776083109274,0.4620006022952691,0.5447561544614876,average,Sleep,"
How much sleep young people get"
physical_score,258.0,40.0,School G,Year 10,All,All,All,269.0,6.0,257.73234200743497,61.25433594129245,196.4780060661425,318.98667794872745,average,Physical activity,"
How physically active young people are"
free_like_score,3.0217391304347827,46.0,School G,Year 10,All,All,All,297.0,6.0,2.942760942760943,0.0529635170358008,2.889797425725142,2.995724459796744,above,Free time,"
How often young people can do things that they like in their free time"
media_score,4.434782608695652,46.0,School G,Year 10,All,All,All,311.0,6.0,4.176848874598071,0.22633435745539426,3.9505145171426768,4.403183232053466,above,Social media use,"
How much time young people spend on social media"
places_score,2.6739130434782608,46.0,School G,Year 10,All,All,All,308.0,6.0,2.581168831168831,0.13347563225448233,2.4476931989143487,2.7146444634233133,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.869047619047619,42.0,School G,Year 10,All,All,All,258.0,6.0,2.4825581395348837,0.20778052616242323,2.2747776133724606,2.6903386656973067,above,NULL,NULL
home_talk_score,2.3452380952380953,42.0,School G,Year 10,All,All,All,262.0,6.0,2.519083969465649,0.12544914486055933,2.3936348246050896,2.644533114326208,below,NULL,NULL
peer_talk_score,2.567073170731707,41.0,School G,Year 10,All,All,All,283.0,6.0,2.4620141342756185,0.08619687629905426,2.375817257976564,2.548211010574673,above,NULL,NULL
talk_score,7.654411764705882,34.0,School G,Year 10,All,All,All,196.0,6.0,7.42219387755102,0.26883814708996573,7.153355730461055,7.691032024640986,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.136363636363637,44.0,School G,Year 10,All,All,All,273.0,6.0,9.981684981684982,0.2143008662249267,9.767384115460056,10.195985847909908,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.7906976744186047,43.0,School G,Year 10,All,All,All,280.0,6.0,2.95,0.21885473643559364,2.7311452635644065,3.168854736435594,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.457142857142857,35.0,School G,Year 10,All,All,All,268.0,6.0,12.059701492537313,0.2933737901583908,11.766327702378922,12.353075282695704,above,Support from staff,"
The support received from adults at school"
home_relationship_score,13.15625,32.0,School G,Year 10,All,All,All,237.0,6.0,12.109704641350211,0.5662269895813967,11.543477651768814,12.675931630931608,above,Support from parents/carers,"
The support received from adults at home"
home_happy_score,5.2,40.0,School G,Year 10,All,All,All,284.0,6.0,5.003521126760563,0.2288410777181975,4.774680049042366,5.23236220447876,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.871794871794862,26.0,School G,Year 10,All,All,All,163.0,6.0,14.922290388548056,0.15091257320118237,14.771377815346874,15.073202961749239,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.065217391304348,46.0,School G,Year 10,All,All,All,312.0,6.0,1.0256410256410255,0.023251858275938005,1.0023891673650875,1.0488928839169636,above,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.395348837209302,43.0,School G,Year 10,All,All,All,293.0,6.0,2.378839590443686,0.0884282099766133,2.2904113804670727,2.4672678004202995,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.3793103448275862,29.0,School G,Year 10,All,All,All,225.0,6.0,0.3511111111111111,0.0751766692098394,0.2759344419012717,0.4262877803209505,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,8.05,20.0,School G,Year 10,All,All,All,129.0,6.0,7.523255813953488,0.48007546922739736,7.043180344726091,8.003331283180886,above,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.466666666666667,45.0,School G,Year 10,All,All,All,301.0,6.0,2.4285714285714284,0.147301716221866,2.2812697123495624,2.5758731447932943,average,Climate change,"
Worries regarding climate change"
social_score,11.518518518518519,27.0,School G,Year 10,All,All,All,207.0,6.0,11.705314009661835,0.40199439131526404,11.30331961834657,12.1073084009771,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.266666666666667,45.0,School G,Year 10,All,All,All,298.0,6.0,7.459731543624161,0.24788580620742257,7.211845737416739,7.707617349831584,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,NULL,NULL,School G,All,Girl,All,All,12.0,1.0,19.75,0.0,19.75,19.75,nan,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.230769230769231,13.0,School G,All,Girl,All,All,101.0,7.0,5.3861386138613865,0.49615948336790994,4.889979130493477,5.882298097229296,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,10.916666666666666,12.0,School G,All,Girl,All,All,105.0,7.0,11.81904761904762,0.40957917676661276,11.409468442281007,12.228626795814233,below,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,NULL,NULL,School G,All,Girl,All,All,49.0,4.0,20.612244897959183,0.5520974221619941,20.060147475797187,21.16434232012118,nan,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,NULL,NULL,School G,All,Girl,All,All,51.0,4.0,12.215686274509803,0.24574145239849873,11.969944822111305,12.461427726908301,nan,Self-esteem,"
How much young people value themselves"
stress_score,7.333333333333333,12.0,School G,All,Girl,All,All,70.0,5.0,7.557142857142857,0.7614226954806985,6.7957201616621585,8.318565552623555,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,3.5454545454545454,11.0,School G,All,Girl,All,All,101.0,7.0,4.9504950495049505,1.2398447447787535,3.710650304726197,6.1903397942837035,below,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,NULL,NULL,School G,All,Girl,All,All,41.0,4.0,9.536585365853659,0.5299172454813756,9.006668120372284,10.066502611335034,nan,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,4.0,13.0,School G,All,Girl,All,All,111.0,7.0,3.1981981981981984,0.3747706837293808,2.8234275144688175,3.5729688819275793,above,Loneliness,"
How often young people feel lonely"
support_score,4.7272727272727275,11.0,School G,All,Girl,All,All,101.0,7.0,4.8316831683168315,0.4618330338562001,4.3698501344606315,5.2935162021730315,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.5833333333333334,12.0,School G,All,Girl,All,All,104.0,7.0,0.46153846153846156,0.0657381661211204,0.3958002954173412,0.5272766276595819,above,Sleep,"
How much sleep young people get"
physical_score,192.5,12.0,School G,All,Girl,All,All,93.0,7.0,238.06451612903226,44.53839492157387,193.5261212074584,282.6029110506061,below,Physical activity,"
How physically active young people are"
free_like_score,2.8461538461538463,13.0,School G,All,Girl,All,All,108.0,7.0,3.1481481481481484,0.3446933255264572,2.803454822621691,3.4928414736746056,average,Free time,"
How often young people can do things that they like in their free time"
media_score,3.0,13.0,School G,All,Girl,All,All,111.0,7.0,3.5495495495495497,0.5093989281631355,3.040150621386414,4.058948477712685,below,Social media use,"
How much time young people spend on social media"
places_score,2.3076923076923075,13.0,School G,All,Girl,All,All,106.0,7.0,2.4716981132075473,0.26412695593459157,2.2075711572729557,2.735825069142139,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,NULL,NULL,School G,All,Girl,All,All,81.0,6.0,2.419753086419753,0.14969571221576924,2.270057374203984,2.5694487986355226,nan,NULL,NULL
home_talk_score,NULL,NULL,School G,All,Girl,All,All,86.0,6.0,2.5,0.2102621054398199,2.2897378945601803,2.7102621054398197,nan,NULL,NULL
peer_talk_score,3.0,10.0,School G,All,Girl,All,All,96.0,7.0,2.4869791666666665,0.42273441318463434,2.0642447534820323,2.9097135798513007,above,NULL,NULL
talk_score,NULL,NULL,School G,All,Girl,All,All,36.0,3.0,7.222222222222222,0.6124511822319261,6.609771039990296,7.834673404454149,nan,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.9,10.0,School G,All,Girl,All,All,94.0,7.0,10.351063829787234,0.47444460992436205,9.876619219862873,10.825508439711596,above,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.090909090909091,11.0,School G,All,Girl,All,All,102.0,7.0,2.9901960784313726,0.23976451426563555,2.750431564165737,3.229960592697008,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,13.3,10.0,School G,All,Girl,All,All,96.0,7.0,12.0625,0.5957401123164575,11.466759887683542,12.658240112316458,above,Support from staff,"
The support received from adults at school"
home_relationship_score,12.75,12.0,School G,All,Girl,All,All,73.0,6.0,11.95890410958904,0.7718123723990433,11.187091737189997,12.730716481988084,above,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.916666666666667,12.0,School G,All,Girl,All,All,101.0,7.0,5.326732673267327,0.8859539894204167,4.4407786838469105,6.2126866626877435,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,NULL,NULL,School G,All,Girl,All,All,33.0,3.0,14.929292929292926,0.3855378889175173,14.543755040375409,15.314830818210442,nan,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,13.0,School G,All,Girl,All,All,111.0,7.0,1.027027027027027,0.041183916667474604,0.9858431103595524,1.0682109436945015,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,1.8333333333333333,12.0,School G,All,Girl,All,All,101.0,7.0,2.4356435643564356,0.29566778363088075,2.139975780725555,2.731311347987316,below,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,NULL,NULL,School G,All,Girl,All,All,59.0,5.0,0.4576271186440678,0.12619075834870905,0.3314363602953587,0.5838178769927769,nan,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,School G,All,Girl,All,All,10.0,1.0,7.1,0.0,7.1,7.1,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.5833333333333335,12.0,School G,All,Girl,All,All,107.0,7.0,2.6448598130841123,0.20421987496646668,2.440639938117646,2.849079688050579,average,Climate change,"
Worries regarding climate change"
social_score,11.6,10.0,School G,All,Girl,All,All,44.0,4.0,11.977272727272727,0.33913680735756657,11.63813591991516,12.316409534630294,below,Support from friends,"
The support young people receive from their peers"
bully_score,7.333333333333333,12.0,School G,All,Girl,All,All,104.0,7.0,7.625,0.37771319342230925,7.247286806577691,8.00271319342231,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.266666666666666,15.0,School G,All,Boy,All,All,83.0,6.0,17.59036144578313,0.9050515466326357,16.685309899150496,18.495412992415766,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.3478260869565215,23.0,School G,All,Boy,All,All,139.0,7.0,4.906474820143885,0.31867844414307867,4.587796376000806,5.225153264286964,above,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.090909090909092,22.0,School G,All,Boy,All,All,129.0,7.0,12.10077519379845,0.8060763751377584,11.294698818660692,12.906851568936208,below,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,20.6875,16.0,School G,All,Boy,All,All,82.0,6.0,20.804878048780488,1.0221140317167179,19.78276401706377,21.826992080497206,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,13.0625,16.0,School G,All,Boy,All,All,75.0,6.0,13.24,0.4686041673842281,12.771395832615772,13.708604167384228,average,Self-esteem,"
How much young people value themselves"
stress_score,8.722222222222221,18.0,School G,All,Boy,All,All,113.0,7.0,8.238938053097344,0.7158421861597166,7.523095866937628,8.954780239257062,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,3.4,20.0,School G,All,Boy,All,All,126.0,7.0,4.674603174603175,0.8853948593436803,3.7892083152594944,5.559998033946855,below,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.25,16.0,School G,All,Boy,All,All,76.0,6.0,10.210526315789474,0.7953693998151702,9.415156915974304,11.005895715604645,below,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,2.772727272727273,22.0,School G,All,Boy,All,All,140.0,7.0,3.1785714285714284,0.23661387737888454,2.941957551192544,3.4151853059503128,below,Loneliness,"
How often young people feel lonely"
support_score,5.0,19.0,School G,All,Boy,All,All,127.0,7.0,4.881889763779528,0.26480128221629134,4.617088481563236,5.146691045995819,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.45454545454545453,22.0,School G,All,Boy,All,All,135.0,7.0,0.45185185185185184,0.07197723321162097,0.37987461864023087,0.5238290850634728,average,Sleep,"
How much sleep young people get"
physical_score,176.8421052631579,19.0,School G,All,Boy,All,All,124.0,7.0,233.9516129032258,71.0846353599199,162.8669775433059,305.0362482631457,average,Physical activity,"
How physically active young people are"
free_like_score,2.9130434782608696,23.0,School G,All,Boy,All,All,135.0,7.0,3.066666666666667,0.11480405420162773,2.9518626124650393,3.1814707208682944,below,Free time,"
How often young people can do things that they like in their free time"
media_score,4.913043478260869,23.0,School G,All,Boy,All,All,142.0,7.0,4.429577464788732,0.5160326438373166,3.913544820951415,4.945610108626049,average,Social media use,"
How much time young people spend on social media"
places_score,2.782608695652174,23.0,School G,All,Boy,All,All,141.0,7.0,2.4397163120567376,0.2440705744146545,2.1956457376420833,2.683786886471392,above,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.5476190476190474,21.0,School G,All,Boy,All,All,127.0,7.0,2.6102362204724407,0.1750996192057325,2.4351366012667084,2.785335839678173,average,NULL,NULL
home_talk_score,2.4761904761904763,21.0,School G,All,Boy,All,All,115.0,7.0,2.667391304347826,0.1122586263390833,2.5551326780087424,2.7796499306869094,below,NULL,NULL
peer_talk_score,2.8625,20.0,School G,All,Boy,All,All,126.0,7.0,2.5873015873015874,0.22342515334522933,2.3638764339563583,2.8107267406468166,above,NULL,NULL
talk_score,8.041666666666666,18.0,School G,All,Boy,All,All,90.0,7.0,7.986111111111111,0.28816300746496276,7.697948103646148,8.274274118576074,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.947368421052632,19.0,School G,All,Boy,All,All,116.0,7.0,10.051724137931034,0.6639920213962146,9.387732116534819,10.715716159327249,above,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.4545454545454546,22.0,School G,All,Boy,All,All,127.0,7.0,2.921259842519685,0.3653434387014095,2.5559164038182756,3.286603281221095,above,School connection,"
Feelings of belonging at school"
staff_relationship_score,11.75,16.0,School G,All,Boy,All,All,117.0,7.0,12.05982905982906,0.4358797713067668,11.623949288522294,12.495708831135826,average,Support from staff,"
The support received from adults at school"
home_relationship_score,12.31578947368421,19.0,School G,All,Boy,All,All,107.0,7.0,12.327102803738319,0.6143920879882391,11.71271071575008,12.941494891726558,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.6,20.0,School G,All,Boy,All,All,127.0,7.0,4.811023622047244,0.30386099113498477,4.507162630912259,5.114884613182229,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,NULL,NULL,School G,All,Boy,All,All,36.0,3.0,15.490740740740737,0.6018035364026594,14.888937204338077,16.092544277143396,nan,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,23.0,School G,All,Boy,All,All,142.0,7.0,1.0070422535211268,0.0148748973106674,0.9921673562104594,1.0219171508317941,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.409090909090909,22.0,School G,All,Boy,All,All,129.0,7.0,2.488372093023256,0.19084248503956458,2.2975296079836913,2.6792145780628203,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.4166666666666667,12.0,School G,All,Boy,All,All,92.0,6.0,0.43478260869565216,0.09508420611608681,0.33969840257956535,0.5298668148117389,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.458333333333333,12.0,School G,All,Boy,All,All,22.0,2.0,8.022727272727273,0.6182625838505282,7.404464688876745,8.640989856577802,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.1904761904761907,21.0,School G,All,Boy,All,All,137.0,7.0,2.4671532846715327,0.25517146386165307,2.21198182080988,2.7223247485331856,below,Climate change,"
Worries regarding climate change"
social_score,12.923076923076923,13.0,School G,All,Boy,All,All,87.0,7.0,11.574712643678161,0.7989995518286606,10.7757130918495,12.373712195506823,above,Support from friends,"
The support young people receive from their peers"
bully_score,7.545454545454546,22.0,School G,All,Boy,All,All,136.0,7.0,7.639705882352941,0.3150586854686353,7.324647196884306,7.954764567821576,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.609756097560975,41.0,School G,All,All,FSM,All,245.0,7.0,18.191836734693876,0.39991313375053456,17.791923600943342,18.59174986844441,above,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.345454545454546,55.0,School G,All,All,FSM,All,349.0,7.0,5.011461318051576,0.42341097183460213,4.588050346216974,5.434872289886178,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.872727272727273,55.0,School G,All,All,FSM,All,347.0,7.0,12.072046109510087,0.3514410154570899,11.720605094052997,12.423487124967176,average,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,20.833333333333332,42.0,School G,All,All,FSM,All,252.0,7.0,20.988095238095237,0.5419872633844717,20.446107974710767,21.530082501479708,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,12.894736842105264,38.0,School G,All,All,FSM,All,228.0,7.0,12.526315789473685,0.4964755991413053,12.02984019033238,13.02279138861499,average,Self-esteem,"
How much young people value themselves"
