cat,cat_lab,count,percentage,measure,n_responses,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[8, 11, 7, 9, 8, 7]","[16.0, 22.0, 14.0, 18.0, 16.0, 14.0]",home_listen,43,School A,All,All,All,Non-SEN,home_relationship,Listens to me when I have something to say
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[29, 19, 2]","[58.0, 38.0, 4.0]",home_talk,48,School A,All,All,All,Non-SEN,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0]","['Not at all', 'Slightly', 'Mostly', 'Fully']","[10, 12, 13, 15]","[20.0, 24.0, 26.0, 30.0]",home_talk_listen,50,School A,All,All,All,Non-SEN,talk,One of your parents/carers
"[1.0, 2.0, 3.0, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'Missing']","[19, 12, 18, 1]","[38.0, 24.0, 36.0, 2.0]",home_talk_helpful,49,School A,All,All,All,Non-SEN,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'Missing']","[16, 7, 12, 11, 4]","[32.0, 14.0, 24.0, 22.0, 8.0]",home_talk_if,46,School A,All,All,All,Non-SEN,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[11, 13, 14, 11, 1]","[22.0, 26.0, 28.0, 22.0, 2.0]",accept_home,49,School A,All,All,All,Non-SEN,accept,Your parents/carers
"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, nan]","[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 'Missing']","[6, 4, 4, 6, 4, 6, 2, 2, 4, 5, 3, 4]","[12.0, 8.0, 8.0, 12.0, 8.0, 12.0, 4.0, 4.0, 8.0, 10.0, 6.0, 8.0]",home_happy,46,School A,All,All,All,Non-SEN,home_happy,How happy are you with the home that you live in?
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[21, 26, 3]","[42.0, 52.0, 6.0]",young_carer,47,School A,All,All,All,Non-SEN,demographic,"In the last year, have you regularly taken on caring responsibilities for a family member - e.g. due to illness, disability, mental health condition or drug/alcohol dependency?"
"[0.0, 1.0, 2.0, nan]","['No', 'Yes', 'Unsure', 'Missing']","[16, 19, 14, 1]","[32.0, 38.0, 28.0, 2.0]",care_experience,49,School A,All,All,All,Non-SEN,demographic,"Are you or have you ever been in care (living in a foster placement, residential placement, or private/kinship care)?"
"[1.0, 2.0, 3.0, 4.0, 5.0]","['Very safe', 'Fairly safe', 'Fairly unsafe', 'Very unsafe', ""Don't know""]","[10, 6, 12, 8, 14]","[20.0, 12.0, 24.0, 16.0, 28.0]",local_safe,50,School A,All,All,All,Non-SEN,local_env,How safe do you feel when in your local area?
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'Missing']","[8, 6, 9, 10, 12, 5]","[16.0, 12.0, 18.0, 20.0, 24.0, 10.0]",local_support,45,School A,All,All,All,Non-SEN,local_env,People around here support each other with their wellbeing
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'Missing']","[13, 8, 6, 9, 6, 8]","[26.0, 16.0, 12.0, 18.0, 12.0, 16.0]",local_trust,42,School A,All,All,All,Non-SEN,local_env,You can trust people around here
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'Missing']","[8, 6, 10, 11, 10, 5]","[16.0, 12.0, 20.0, 22.0, 20.0, 10.0]",local_neighbours,45,School A,All,All,All,Non-SEN,local_env,I could ask for help or a favour from neighbours
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'Missing']","[13, 5, 8, 14, 8, 2]","[26.0, 10.0, 16.0, 28.0, 16.0, 4.0]",local_places,48,School A,All,All,All,Non-SEN,local_env,"There are good places to spend your free time (e.g., leisure centres, parks, shops)"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'Missing']","[6, 10, 10, 6, 13, 5]","[12.0, 20.0, 20.0, 12.0, 26.0, 10.0]",discrim_race,45,School A,All,All,All,Non-SEN,discrim,"Your race, skin colour or where you were born"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'Missing']","[10, 9, 14, 7, 7, 3]","[20.0, 18.0, 28.0, 14.0, 14.0, 6.0]",discrim_gender,47,School A,All,All,All,Non-SEN,discrim,Your gender
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'Missing']","[7, 8, 11, 10, 12, 2]","[14.0, 16.0, 22.0, 20.0, 24.0, 4.0]",discrim_orientation,48,School A,All,All,All,Non-SEN,discrim,Your sexual orientation
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'Missing']","[10, 4, 10, 11, 10, 5]","[20.0, 8.0, 20.0, 22.0, 20.0, 10.0]",discrim_disability,45,School A,All,All,All,Non-SEN,discrim,Disability
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'Missing']","[5, 6, 5, 10, 19, 5]","[10.0, 12.0, 10.0, 20.0, 38.0, 10.0]",discrim_faith,45,School A,All,All,All,Non-SEN,discrim,Your religion/faith
"[1.0, 2.0, 3.0, 4.0]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']","[13, 9, 11, 17]","[26.0, 18.0, 22.0, 34.0]",belong_local,50,School A,All,All,All,Non-SEN,belong_local,I feel like I belong in my local area
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[14, 9, 9, 17, 1]","[28.0, 18.0, 18.0, 34.0, 2.0]",accept_local,49,School A,All,All,All,Non-SEN,accept,People in your local area
"[1.0, 2.0, 3.0, 4.0, nan]","['Richer', 'Poorer', 'About the same', ""Don't know"", 'Missing']","[12, 11, 8, 18, 1]","[24.0, 22.0, 16.0, 36.0, 2.0]",wealth,49,School A,All,All,All,Non-SEN,wealth,"Compared to your friends, is your family richer, poorer or about the same?"
"[1.0, 2.0, 3.0, 4.0, nan]","['Not many', 'Quite a few', 'A lot', 'Unsure', 'Missing']","[15, 11, 10, 12, 2]","[30.0, 22.0, 20.0, 24.0, 4.0]",future_options,48,School A,All,All,All,Non-SEN,future,How many options are available?
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not interested', 'A little interested', 'Quite interested', 'Very interested', 'Unsure', 'Missing']","[9, 15, 7, 6, 9, 4]","[18.0, 30.0, 14.0, 12.0, 18.0, 8.0]",future_interest,46,School A,All,All,All,Non-SEN,future,How do you feel about the options available?
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Unsure', 'Missing']","[10, 10, 13, 8, 7, 2]","[20.0, 20.0, 26.0, 16.0, 14.0, 4.0]",future_support,48,School A,All,All,All,Non-SEN,future,"Do you feel (or think you would feel) supported to explore options that interest you, even if no-one else around you has done them before?"
"[1.0, 2.0, 3.0, 4.0, nan]","['Often', 'Sometimes', 'Rarely', 'Never', 'Missing']","[11, 15, 10, 11, 3]","[22.0, 30.0, 20.0, 22.0, 6.0]",climate,47,School A,All,All,All,Non-SEN,climate,How often do you worry about the impact of climate change on your future?
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'Missing']","[10, 9, 7, 11, 8, 5]","[20.0, 18.0, 14.0, 22.0, 16.0, 10.0]",social_along,45,School A,All,All,All,Non-SEN,social,I get along with people around me
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'Missing']","[11, 12, 8, 10, 7, 2]","[22.0, 24.0, 16.0, 20.0, 14.0, 4.0]",social_time,48,School A,All,All,All,Non-SEN,social,People like to spend time with me
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'Missing']","[12, 11, 12, 7, 4, 4]","[24.0, 22.0, 24.0, 14.0, 8.0, 8.0]",social_support,46,School A,All,All,All,Non-SEN,social,I feel supported by my friends
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'Missing']","[7, 3, 10, 9, 10, 11]","[14.0, 6.0, 20.0, 18.0, 20.0, 22.0]",social_hard,39,School A,All,All,All,Non-SEN,social,My friends care about me when times are hard (for example if I am sick or have done something wrong)
"[1.0, 2.0, 3.0, 4.0]","['Not bullied at all', '1-3 times in the last 6 months', '4 or more times in the last 6 months', 'A few times a week']","[13, 18, 10, 9]","[26.0, 36.0, 20.0, 18.0]",bully_physical,50,School A,All,All,All,Non-SEN,bully,"How often do you get physically bullied at school? By this we mean getting hit, pushed around, threatened, or having belongings stolen"
"[1.0, 2.0, 3.0, 4.0, nan]","['Not bullied at all', '1-3 times in the last 6 months', '4 or more times in the last 6 months', 'A few times a week', 'Missing']","[12, 6, 17, 10, 5]","[24.0, 12.0, 34.0, 20.0, 10.0]",bully_other,45,School A,All,All,All,Non-SEN,bully,"How often do you get bullied in other ways at school? By this we mean insults, slurs, name calling, threats, getting left out or excluded by others, or having rumours spread about you on purpose"
"[1.0, 2.0, 3.0, 4.0, nan]","['Not bullied at all', '1-3 times in the last 6 months', '4 or more times in the last 6 months', 'A few times a week', 'Missing']","[11, 11, 12, 12, 4]","[22.0, 22.0, 24.0, 24.0, 8.0]",bully_cyber,46,School A,All,All,All,Non-SEN,bully,"How often do you get cyber-bullied? By this we mean someone sending mean text or online messages about you, creating a website making fun of you, posting pictures that make you look bad online, or sharing them with others"
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[24, 24, 2]","[48.0, 48.0, 4.0]",peer_talk,48,School A,All,All,All,Non-SEN,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[10, 10, 8, 16, 6]","[20.0, 20.0, 16.0, 32.0, 12.0]",peer_talk_listen,44,School A,All,All,All,Non-SEN,talk,Another person your age
"[1.0, 2.0, 3.0]","['Not helpful', 'Somewhat helpful', 'Very helpful']","[22, 18, 10]","[44.0, 36.0, 20.0]",peer_talk_helpful,50,School A,All,All,All,Non-SEN,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable']","[14, 9, 13, 14]","[28.0, 18.0, 26.0, 28.0]",peer_talk_if,50,School A,All,All,All,Non-SEN,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[12, 14, 12, 8, 4]","[24.0, 28.0, 24.0, 16.0, 8.0]",accept_peer,46,School A,All,All,All,Non-SEN,accept,Other people your age
"[8.0, 10.0, nan]","['Year 8', 'Year 10', 'Missing']","[26, 22, 2]","[52.0, 44.0, 4.0]",year_group,48,School A,All,All,All,Non-SEN,demographic,
"[0.0, 1.0, nan]","['Non-FSM', 'FSM', 'Missing']","[23, 25, 2]","[46.0, 50.0, 4.0]",fsm,48,School A,All,All,All,Non-SEN,demographic,
[0.0],['Non-SEN'],[50],[100.0],sen,50,School A,All,All,All,Non-SEN,demographic,
"[1.0, 2.0, nan]","['Ethnic minority', 'White British', 'Missing']","[19, 27, 4]","[38.0, 54.0, 8.0]",ethnicity,46,School A,All,All,All,Non-SEN,demographic,
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[20, 27, 3]","[40.0, 54.0, 6.0]",english_additional,47,School A,All,All,All,Non-SEN,demographic,
"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, nan]","['Girl', 'Boy', 'Non-binary', 'I describe myself in another way', 'Currently unsure', 'Prefer not to say', 'Missing']","[6, 9, 6, 9, 11, 11, 5]","[10.5, 15.8, 10.5, 15.8, 19.3, 19.3, 8.8]",gender,52,School A,All,All,All,SEN,demographic,Gender
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Yes', 'No', 'Prefer not to say', 'I describe myself in another way', 'Not sure', 'Missing']","[15, 12, 8, 11, 9, 2]","[26.3, 21.1, 14.0, 19.3, 15.8, 3.5]",transgender,55,School A,All,All,All,SEN,demographic,Do you consider yourself to be transgender?
"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]","['Bi/pansexual', 'Gay/lesbian', 'Heterosexual/straight', 'I describe myself in another way', 'Currently unsure', 'Prefer not to say']","[14, 13, 8, 7, 8, 7]","[24.6, 22.8, 14.0, 12.3, 14.0, 12.3]",sexual_orientation,57,School A,All,All,All,SEN,demographic,Sexual orientation
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', 'Unsure', 'Missing']","[21, 17, 10, 9]","[36.8, 29.8, 17.5, 15.8]",neurodivergent,48,School A,All,All,All,SEN,demographic,Do you identify as neurodivergent?
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', ""I don't know"", 'Missing']","[17, 17, 17, 6]","[29.8, 29.8, 29.8, 10.5]",birth_parent1,51,School A,All,All,All,SEN,demographic,
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', ""I don't know"", 'Missing']","[19, 20, 17, 1]","[33.3, 35.1, 29.8, 1.8]",birth_parent2,56,School A,All,All,All,SEN,demographic,
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', ""I don't know"", 'Missing']","[15, 14, 20, 8]","[26.3, 24.6, 35.1, 14.0]",birth_you,49,School A,All,All,All,SEN,demographic,
"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, nan]","['Under 1 year old', '1 year old', '2 years old', '3 years old', '4 years old', '5 years old', '6 years old', '7 years old', '8 years old', '9 years old', '10 years old', '11 years old', '12 years old', '13 years old', '14 years old', '15 years old', 'Missing']","[2, 8, 3, 4, 5, 4, 1, 4, 1, 2, 4, 5, 4, 1, 5, 2, 2]","[3.5, 14.0, 5.3, 7.0, 8.8, 7.0, 1.8, 7.0, 1.8, 3.5, 7.0, 8.8, 7.0, 1.8, 8.8, 3.5, 3.5]",birth_you_age,55,School A,All,All,All,SEN,demographic,
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[11, 12, 8, 8, 9, 9]","[19.3, 21.1, 14.0, 14.0, 15.8, 15.8]",autonomy_pressure,48,School A,All,All,All,SEN,autonomy,I feel pressured in my life
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[16, 8, 10, 11, 9, 3]","[28.1, 14.0, 17.5, 19.3, 15.8, 5.3]",autonomy_express,54,School A,All,All,All,SEN,autonomy,I generally feel free to express my ideas and opinions
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[12, 11, 9, 13, 11, 1]","[21.1, 19.3, 15.8, 22.8, 19.3, 1.8]",autonomy_decide,56,School A,All,All,All,SEN,autonomy,I feel like I am free to decide for myself how to live my life
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[12, 12, 6, 6, 11, 10]","[21.1, 21.1, 10.5, 10.5, 19.3, 17.5]",autonomy_told,47,School A,All,All,All,SEN,autonomy,In my daily life I often have to do what I am told
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[12, 10, 9, 6, 13, 7]","[21.1, 17.5, 15.8, 10.5, 22.8, 12.3]",autonomy_myself,50,School A,All,All,All,SEN,autonomy,I feel I can pretty much be myself in daily situations
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[11, 14, 11, 8, 9, 4]","[19.3, 24.6, 19.3, 14.0, 15.8, 7.0]",autonomy_choice,53,School A,All,All,All,SEN,autonomy,I have enough choice about how I spend my time
"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, nan]","['0 - not at all', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10 - completely', 'Missing']","[2, 8, 3, 6, 5, 5, 2, 3, 6, 8, 8, 1]","[3.5, 14.0, 5.3, 10.5, 8.8, 8.8, 3.5, 5.3, 10.5, 14.0, 14.0, 1.8]",life_satisfaction,56,School A,All,All,All,SEN,life_satisfaction,"Overall, how satisfied are you with your life nowadays?"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Almost never', 'Sometimes', 'Often', 'Very often', 'Always', 'Missing']","[10, 8, 11, 13, 13, 2]","[17.5, 14.0, 19.3, 22.8, 22.8, 3.5]",optimism_future,55,School A,All,All,All,SEN,optimism,I am optimistic about my future
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'Missing']","[14, 10, 6, 8, 15, 4]","[24.6, 17.5, 10.5, 14.0, 26.3, 7.0]",optimism_best,53,School A,All,All,All,SEN,optimism,"In uncertain times, I expect the best"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'Missing']","[11, 10, 12, 8, 10, 6]","[19.3, 17.5, 21.1, 14.0, 17.5, 10.5]",optimism_good,51,School A,All,All,All,SEN,optimism,I think good things are going to happen to me
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'Missing']","[10, 8, 11, 14, 9, 5]","[17.5, 14.0, 19.3, 24.6, 15.8, 8.8]",optimism_work,52,School A,All,All,All,SEN,optimism,"I believe that things will work out, no matter how difficult they seem"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[7, 6, 12, 12, 13, 7]","[12.3, 10.5, 21.1, 21.1, 22.8, 12.3]",wellbeing_optimistic,50,School A,All,All,All,SEN,wellbeing,I've been feeling optimistic about the future
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[10, 14, 14, 13, 5, 1]","[17.5, 24.6, 24.6, 22.8, 8.8, 1.8]",wellbeing_useful,56,School A,All,All,All,SEN,wellbeing,I've been feeling useful
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[15, 4, 12, 12, 11, 3]","[26.3, 7.0, 21.1, 21.1, 19.3, 5.3]",wellbeing_relaxed,54,School A,All,All,All,SEN,wellbeing,I've been feeling relaxed
"[1.0, 2.0, 3.0, 4.0, 5.0]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time']","[14, 10, 12, 6, 15]","[24.6, 17.5, 21.1, 10.5, 26.3]",wellbeing_problems,57,School A,All,All,All,SEN,wellbeing,I've been dealing with problems well
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[7, 9, 16, 14, 8, 3]","[12.3, 15.8, 28.1, 24.6, 14.0, 5.3]",wellbeing_thinking,54,School A,All,All,All,SEN,wellbeing,I've been thinking clearly
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[11, 7, 14, 9, 12, 4]","[19.3, 12.3, 24.6, 15.8, 21.1, 7.0]",wellbeing_close,53,School A,All,All,All,SEN,wellbeing,I've been feeling close to other people
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[9, 12, 12, 9, 10, 5]","[15.8, 21.1, 21.1, 15.8, 17.5, 8.8]",wellbeing_mind,52,School A,All,All,All,SEN,wellbeing,I've been able to make up my own mind about things
"[1.0, 2.0, 3.0, 4.0]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']","[16, 11, 18, 12]","[28.1, 19.3, 31.6, 21.1]",esteem_satisfied,57,School A,All,All,All,SEN,esteem,"On the whole, I am satisfied with myself"
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[7, 13, 20, 16, 1]","[12.3, 22.8, 35.1, 28.1, 1.8]",esteem_qualities,56,School A,All,All,All,SEN,esteem,I feel that I have a number of good qualities
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[13, 12, 17, 11, 4]","[22.8, 21.1, 29.8, 19.3, 7.0]",esteem_well,53,School A,All,All,All,SEN,esteem,I am able to do things as well as most other people
"[1.0, 2.0, 3.0, 4.0]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']","[18, 15, 10, 14]","[31.6, 26.3, 17.5, 24.6]",esteem_value,57,School A,All,All,All,SEN,esteem,I am a person of value
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[14, 12, 14, 16, 1]","[24.6, 21.1, 24.6, 28.1, 1.8]",esteem_good,56,School A,All,All,All,SEN,esteem,I feel good about myself
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'Missing']","[6, 14, 12, 8, 10, 7]","[10.5, 24.6, 21.1, 14.0, 17.5, 12.3]",stress_control,50,School A,All,All,All,SEN,stress,"In the last month, how often have you felt that you were unable to control the important things in your life?"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'Missing']","[6, 12, 13, 13, 12, 1]","[10.5, 21.1, 22.8, 22.8, 21.1, 1.8]",stress_overcome,56,School A,All,All,All,SEN,stress,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'Missing']","[16, 6, 11, 11, 11, 2]","[28.1, 10.5, 19.3, 19.3, 19.3, 3.5]",stress_confident,55,School A,All,All,All,SEN,stress,"In the last month, how often have you felt confident about your ability to handle your personal problems?"
"[1.0, 2.0, 3.0, 4.0, 5.0]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often']","[10, 17, 9, 12, 9]","[17.5, 29.8, 15.8, 21.1, 15.8]",stress_way,57,School A,All,All,All,SEN,stress,"In the last month, how often have you felt that things were going your way?"
"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'Prefer not to say', 'Missing']","[4, 4, 7, 2, 1, 10, 7, 3, 5, 4, 4, 3, 3]","[7.0, 7.0, 12.3, 3.5, 1.8, 17.5, 12.3, 5.3, 8.8, 7.0, 7.0, 5.3, 5.3]",appearance_happy,54,School A,All,All,All,SEN,appearance,How happy are you with your appearance (the way that you look)?
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Prefer not to say', 'Missing']","[9, 9, 7, 16, 10, 6]","[15.8, 15.8, 12.3, 28.1, 17.5, 10.5]",appearance_feel,51,School A,All,All,All,SEN,appearance,My appearance affects how I feel about myself
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[23, 15, 18, 1]","[40.4, 26.3, 31.6, 1.8]",negative_lonely,56,School A,All,All,All,SEN,negative,I feel lonely
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[15, 23, 14, 5]","[26.3, 40.4, 24.6, 8.8]",negative_unhappy,52,School A,All,All,All,SEN,negative,I am unhappy
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[16, 18, 13, 10]","[28.1, 31.6, 22.8, 17.5]",negative_like,47,School A,All,All,All,SEN,negative,Nobody likes me
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[19, 15, 23]","[33.3, 26.3, 40.4]",negative_cry,57,School A,All,All,All,SEN,negative,I cry a lot
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[15, 22, 17, 3]","[26.3, 38.6, 29.8, 5.3]",negative_school,54,School A,All,All,All,SEN,negative,I worry when I am at school
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[20, 18, 12, 7]","[35.1, 31.6, 21.1, 12.3]",negative_worry,50,School A,All,All,All,SEN,negative,I worry a lot
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[16, 19, 19, 3]","[28.1, 33.3, 33.3, 5.3]",negative_sleep,54,School A,All,All,All,SEN,negative,I have problems sleeping
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[19, 17, 21]","[33.3, 29.8, 36.8]",negative_wake,57,School A,All,All,All,SEN,negative,I wake up in the night
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[17, 18, 20, 2]","[29.8, 31.6, 35.1, 3.5]",negative_shy,55,School A,All,All,All,SEN,negative,I am shy
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[17, 17, 15, 8]","[29.8, 29.8, 26.3, 14.0]",negative_scared,49,School A,All,All,All,SEN,negative,I feel scared
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'Missing']","[7, 9, 5, 8, 18, 10]","[12.3, 15.8, 8.8, 14.0, 31.6, 17.5]",lonely,47,School A,All,All,All,SEN,lonely,How often do you feel lonely?
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[15, 10, 16, 9, 7]","[26.3, 17.5, 28.1, 15.8, 12.3]",support_ways,50,School A,All,All,All,SEN,support,"I have ways to support myself (e.g. to cope, or help myself feel better)"
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[16, 15, 11, 14, 1]","[28.1, 26.3, 19.3, 24.6, 1.8]",support_look,56,School A,All,All,All,SEN,support,I know where to look for advice on how to support myself
