variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
staff_talk_score,2.71875,48.0,School F,All,All,FSM,All,360.0,7.0,2.5104166666666665,0.18596193555806095,2.3244547311086055,2.6963786022247276,above,,
home_talk_score,2.4829545454545454,44.0,School F,All,All,FSM,All,345.0,7.0,2.4239130434782608,0.08545009450990475,2.338462948968356,2.5093631379881653,average,,
peer_talk_score,2.6510416666666665,48.0,School F,All,All,FSM,All,361.0,7.0,2.53393351800554,0.12187896496461377,2.4120545530409263,2.6558124829701537,average,,
talk_score,7.738095238095238,42.0,School F,All,All,FSM,All,316.0,7.0,7.4770569620253164,0.31605108975463747,7.161005872270679,7.793108051779954,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.5,44.0,School F,All,All,FSM,All,328.0,7.0,9.920731707317072,0.4626633243045016,9.45806838301257,10.383395031621575,above,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,3.1555555555555554,45.0,School F,All,All,FSM,All,343.0,7.0,2.924198250728863,0.14949002028701636,2.774708230441847,3.0736882710158793,above,School connection,Feelings of belonging at school
staff_relationship_score,12.025641025641026,39.0,School F,All,All,FSM,All,320.0,7.0,11.8875,0.19468103007673895,11.69281896992326,12.082181030076738,average,Support from staff,The support received from adults at school
home_relationship_score,12.363636363636363,33.0,School F,All,All,FSM,All,281.0,7.0,12.252669039145907,0.3058032319624836,11.946865807183423,12.558472271108391,average,Support from parents/carers,The support received from adults at home
home_happy_score,4.428571428571429,49.0,School F,All,All,FSM,All,342.0,7.0,4.815789473684211,0.26984199521598734,4.545947478468223,5.085631468900198,below,Home environment,Young people's feelings regarding the home that they live in
local_env_score,15.25,28.0,School F,All,All,FSM,All,197.0,7.0,15.282571912013537,0.6204622114299182,14.662109700583619,15.903034123443456,average,Local environment,How young people feel regarding the area where they live
discrim_score,0.98,50.0,School F,All,All,FSM,All,378.0,7.0,0.9788359788359788,0.023301497834939344,0.9555344810010395,1.0021374766709181,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4347826086956521,46.0,School F,All,All,FSM,All,345.0,7.0,0.4289855072463768,0.05253966937964033,0.37644583786673647,0.4815251766260171,average,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.303030303030303,33.0,School F,All,All,FSM,All,272.0,7.0,0.31985294117647056,0.059564940556241903,0.26028800062022867,0.37941788173271246,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.794117647058823,17.0,School F,All,All,FSM,All,140.0,7.0,7.317857142857143,0.3436766238260834,6.9741805190310595,7.661533766683227,above,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.5510204081632653,49.0,School F,All,All,FSM,All,366.0,7.0,0.5327868852459017,0.06439397862695442,0.4683929066189473,0.5971808638728561,average,Climate change,Worries regarding climate change
social_score,11.823529411764708,34.0,School F,All,All,FSM,All,238.0,7.0,12.084033613445378,0.4204830333380269,11.663550580107351,12.504516646783404,average,Support from friends,The support young people receive from their peers
bully_score,7.604166666666667,48.0,School F,All,All,FSM,All,357.0,7.0,7.333333333333333,0.17629036860453606,7.157042964728797,7.509623701937869,above,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.24137931034483,29.0,School F,All,All,Non-FSM,All,205.0,7.0,17.970731707317075,0.5572060587907174,17.413525648526356,18.527937766107794,below,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.575,40.0,School F,All,All,Non-FSM,All,300.0,7.0,5.223333333333334,0.49017058593823437,4.733162747395099,5.713503919271568,below,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.024390243902438,41.0,School F,All,All,Non-FSM,All,289.0,7.0,11.986159169550174,0.3233643301459394,11.662794839404235,12.309523499696112,average,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,20.58620689655172,29.0,School F,All,All,Non-FSM,All,212.0,7.0,21.0,0.3583104951724069,20.641689504827593,21.358310495172407,below,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,13.25,28.0,School F,All,All,Non-FSM,All,205.0,7.0,12.960975609756098,0.38972691549238603,12.571248694263712,13.350702525248483,average,Self-esteem,How much young people value themselves
stress_score,8.606060606060606,33.0,School F,All,All,Non-FSM,All,254.0,7.0,8.208661417322835,0.5462256568648025,7.662435760458033,8.754887074187637,average,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,5.340909090909091,44.0,School F,All,All,Non-FSM,All,308.0,7.0,5.25,0.5446541449097082,4.705345855090291,5.794654144909709,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,9.84,25.0,School F,All,All,Non-FSM,All,210.0,7.0,9.776190476190477,0.4216269480157342,9.354563528174744,10.19781742420621,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.2888888888888888,45.0,School F,All,All,Non-FSM,All,325.0,7.0,2.9661538461538464,0.14729315644096558,2.818860689712881,3.1134470025948118,above,Loneliness,How often young people feel lonely
support_score,4.822222222222222,45.0,School F,All,All,Non-FSM,All,311.0,7.0,5.160771704180064,0.2403537722217273,4.920417931958337,5.401125476401791,below,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.4390243902439024,41.0,School F,All,All,Non-FSM,All,310.0,7.0,0.4838709677419355,0.07808423132979284,0.4057867364121427,0.5619551990717283,average,Sleep,How much sleep young people get
physical_score,240.75,40.0,School F,All,All,Non-FSM,All,288.0,7.0,230.10416666666666,35.91445942812628,194.1897072385404,266.0186260947929,average,Physical activity,How physically active young people are
free_like_score,0.4318181818181818,44.0,School F,All,All,Non-FSM,All,314.0,7.0,0.40764331210191085,0.03270839859162854,0.3749349135102823,0.4403517106935394,average,Free time,How often young people can do things that they like in their free time
media_score,4.0,46.0,School F,All,All,Non-FSM,All,329.0,7.0,3.860182370820669,0.27623132278068985,3.583951048039979,4.136413693601359,average,Social media use,How much time young people spend on social media
places_score,0.5116279069767442,43.0,School F,All,All,Non-FSM,All,322.0,7.0,0.5403726708074534,0.04179720139700575,0.49857546941044767,0.5821698722044591,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.505952380952381,42.0,School F,All,All,Non-FSM,All,319.0,7.0,2.438871473354232,0.14209854682515913,2.296772926529073,2.5809700201793913,average,,
home_talk_score,2.5056818181818183,44.0,School F,All,All,Non-FSM,All,309.0,7.0,2.513754045307443,0.11581415737754153,2.3979398879299016,2.6295682026849847,average,,
peer_talk_score,2.635869565217391,46.0,School F,All,All,Non-FSM,All,312.0,7.0,2.528044871794872,0.13997808575676166,2.38806678603811,2.6680229575516337,average,,
talk_score,7.675,40.0,School F,All,All,Non-FSM,All,280.0,7.0,7.483035714285714,0.3198752379225926,7.163160476363122,7.802910952208307,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.61904761904762,42.0,School F,All,All,Non-FSM,All,285.0,7.0,10.12280701754386,0.3846076227689421,9.738199394774917,10.507414640312803,above,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,3.305555555555556,36.0,School F,All,All,Non-FSM,All,287.0,7.0,3.0557491289198606,0.3342547754267111,2.7214943534931493,3.390003904346572,average,School connection,Feelings of belonging at school
staff_relationship_score,12.125,40.0,School F,All,All,Non-FSM,All,281.0,7.0,11.97508896797153,0.37672180347248807,11.598367164499042,12.351810771444018,average,Support from staff,The support received from adults at school
home_relationship_score,11.72972972972973,37.0,School F,All,All,Non-FSM,All,247.0,7.0,11.591093117408906,0.16167503357341315,11.429418083835493,11.75276815098232,average,Support from parents/carers,The support received from adults at home
home_happy_score,5.926829268292683,41.0,School F,All,All,Non-FSM,All,291.0,7.0,5.154639175257732,0.4903649627007612,4.664274212556971,5.645004137958494,above,Home environment,Young people's feelings regarding the home that they live in
local_env_score,15.066666666666666,20.0,School F,All,All,Non-FSM,All,160.0,7.0,15.14375,0.5311063385775701,14.61264366142243,15.674856338577571,average,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,46.0,School F,All,All,Non-FSM,All,331.0,7.0,0.9818731117824774,0.008494612432435622,0.9733784993500417,0.990367724214913,above,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4047619047619047,42.0,School F,All,All,Non-FSM,All,309.0,7.0,0.44660194174757284,0.06377169966263371,0.3828302420849391,0.5103736414102066,average,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.5,32.0,School F,All,All,Non-FSM,All,233.0,7.0,0.34763948497854075,0.08584044597090967,0.2617990390076311,0.4334799309494504,above,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.472222222222222,18.0,School F,All,All,Non-FSM,All,115.0,7.0,7.3304347826086955,0.5654785955973433,6.764956187011352,7.895913378206039,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.5333333333333333,45.0,School F,All,All,Non-FSM,All,319.0,7.0,0.5172413793103449,0.09514958740844587,0.422091791901899,0.6123909667187908,average,Climate change,Worries regarding climate change
social_score,12.344827586206897,29.0,School F,All,All,Non-FSM,All,226.0,7.0,11.88495575221239,0.4475201969961157,11.437435555216274,12.332475949208506,above,Support from friends,The support young people receive from their peers
bully_score,7.681818181818182,44.0,School F,All,All,Non-FSM,All,313.0,7.0,7.50479233226837,0.2404071412399321,7.264385191028438,7.745199473508302,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.97142857142857,35.0,School F,All,All,All,SEN,200.0,6.0,18.21,0.6674899678218826,17.542510032178118,18.877489967821884,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.489795918367347,49.0,School F,All,All,All,SEN,288.0,6.0,5.166666666666667,0.3426259176249156,4.824040749041751,5.5092925842915825,below,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.346938775510203,49.0,School F,All,All,All,SEN,292.0,6.0,12.229452054794521,0.4177618965222599,11.811690158272262,12.64721395131678,average,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.261904761904763,42.0,School F,All,All,All,SEN,214.0,6.0,21.2196261682243,0.2153070751700812,21.004319093054217,21.43493324339438,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.806451612903226,31.0,School F,All,All,All,SEN,176.0,6.0,12.619318181818182,0.39964912520252943,12.219669056615652,13.018967307020711,average,Self-esteem,How much young people value themselves
stress_score,8.181818181818182,44.0,School F,All,All,All,SEN,243.0,6.0,8.061728395061728,0.12963935075010696,7.9320890443116205,8.191367745811835,average,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.823529411764706,51.0,School F,All,All,All,SEN,293.0,6.0,5.013651877133106,0.2236954701203424,4.789956407012763,5.237347347253449,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,10.241379310344827,29.0,School F,All,All,All,SEN,187.0,6.0,10.02139037433155,0.43751282382195184,9.5838775505096,10.458903198153502,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.037735849056604,53.0,School F,All,All,All,SEN,314.0,6.0,3.0573248407643314,0.22058276007858738,2.836742080685744,3.277907600842919,average,Loneliness,How often young people feel lonely
support_score,4.9245283018867925,53.0,School F,All,All,All,SEN,297.0,6.0,5.040404040404041,0.18854579104002117,4.851858249364019,5.228949831444062,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.4901960784313725,51.0,School F,All,All,All,SEN,302.0,6.0,0.4900662251655629,0.05631720343329456,0.43374902173226837,0.5463834285988575,average,Sleep,How much sleep young people get
physical_score,246.7924528301887,53.0,School F,All,All,All,SEN,284.0,6.0,252.25352112676057,41.83892006405395,210.41460106270662,294.0924411908145,average,Physical activity,How physically active young people are
free_like_score,0.2692307692307692,52.0,School F,All,All,All,SEN,304.0,6.0,0.34210526315789475,0.05574563995888088,0.28635962319901387,0.3978509031167756,below,Free time,How often young people can do things that they like in their free time
media_score,4.381818181818182,55.0,School F,All,All,All,SEN,316.0,6.0,3.9588607594936707,0.2591131079042505,3.69974765158942,4.217973867397921,above,Social media use,How much time young people spend on social media
places_score,0.4727272727272727,55.0,School F,All,All,All,SEN,311.0,6.0,0.4855305466237942,0.04675942688646511,0.4387711197373291,0.5322899735102593,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.5913461538461537,52.0,School F,All,All,All,SEN,302.0,6.0,2.560430463576159,0.048045957375319526,2.5123845062008394,2.6084764209514786,average,,
home_talk_score,2.357843137254902,51.0,School F,All,All,All,SEN,297.0,6.0,2.457912457912458,0.07692865542488682,2.380983802487571,2.534841113337345,below,,
peer_talk_score,2.685185185185185,54.0,School F,All,All,All,SEN,302.0,6.0,2.564569536423841,0.244606357493386,2.319963178930455,2.809175893917227,average,,
talk_score,7.586734693877551,49.0,School F,All,All,All,SEN,271.0,6.0,7.5618081180811805,0.20708729207897497,7.354720826002206,7.768895410160155,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.14,50.0,School F,All,All,All,SEN,268.0,6.0,9.902985074626866,0.2987409758377825,9.604244098789083,10.201726050464648,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,3.404255319148936,47.0,School F,All,All,All,SEN,277.0,6.0,2.92057761732852,0.3141582217329118,2.606419395595608,3.234735839061432,above,School connection,Feelings of belonging at school
staff_relationship_score,12.106382978723405,47.0,School F,All,All,All,SEN,280.0,6.0,12.014285714285714,0.27472670499757496,11.73955900928814,12.289012419283289,average,Support from staff,The support received from adults at school
home_relationship_score,12.486486486486486,37.0,School F,All,All,All,SEN,222.0,6.0,12.076576576576576,0.2952929955679633,11.781283581008612,12.37186957214454,above,Support from parents/carers,The support received from adults at home
home_happy_score,5.057692307692308,52.0,School F,All,All,All,SEN,280.0,6.0,4.928571428571429,0.49919950820841885,4.42937192036301,5.427770936779847,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,14.944444444444445,30.0,School F,All,All,All,SEN,175.0,6.0,14.927619047619048,0.5444586974026324,14.383160350216416,15.47207774502168,average,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,55.0,School F,All,All,All,SEN,318.0,6.0,0.9811320754716981,0.028663786172374126,0.952468289299324,1.0097958616440723,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.5,50.0,School F,All,All,All,SEN,295.0,6.0,0.4576271186440678,0.03925098837486408,0.4183761302692037,0.49687810701893187,above,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.3947368421052631,38.0,School F,All,All,All,SEN,248.0,6.0,0.31048387096774194,0.058661943222248804,0.2518219277454931,0.36914581418999076,above,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.473684210526316,19.0,School F,All,All,All,SEN,119.0,6.0,7.504201680672269,0.4856262208969186,7.0185754597753505,7.989827901569187,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.5384615384615384,52.0,School F,All,All,All,SEN,308.0,6.0,0.525974025974026,0.05745299586598645,0.4685210301080395,0.5834270218400124,average,Climate change,Worries regarding climate change
social_score,12.135135135135137,37.0,School F,All,All,All,SEN,203.0,6.0,11.96551724137931,0.4381894607602011,11.527327780619109,12.40370670213951,average,Support from friends,The support young people receive from their peers
bully_score,7.685185185185185,54.0,School F,All,All,All,SEN,307.0,6.0,7.576547231270358,0.23253389793371648,7.344013333336641,7.809081129204075,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.78787878787879,33.0,School F,All,All,All,Non-SEN,269.0,7.0,17.933085501858734,0.44151663192768725,17.491568869931047,18.37460213378642,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.72093023255814,43.0,School F,All,All,All,Non-SEN,402.0,7.0,4.95771144278607,0.48315485725443114,4.474556585531639,5.440866300040501,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.023255813953488,43.0,School F,All,All,All,Non-SEN,400.0,7.0,11.91,0.2691825681172216,11.640817431882779,12.179182568117222,average,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,20.07692307692308,26.0,School F,All,All,All,Non-SEN,300.0,7.0,20.79,0.4786424256154236,20.311357574384576,21.268642425615422,below,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.8125,32.0,School F,All,All,All,Non-SEN,273.0,7.0,12.83882783882784,0.3061514899403257,12.532676348887513,13.144979328768166,average,Self-esteem,How much young people value themselves
stress_score,8.305555555555555,36.0,School F,All,All,All,Non-SEN,347.0,7.0,8.135446685878962,0.34849173196271893,7.7869549539162435,8.483938417841681,average,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,5.76595744680851,47.0,School F,All,All,All,Non-SEN,409.0,7.0,4.91442542787286,0.6602688627738198,4.2541565650990405,5.57469429064668,above,Feelings around appearance,Young people's feelings around the way that they look
negative_score,10.266666666666667,30.0,School F,All,All,All,Non-SEN,245.0,7.0,9.824489795918367,0.4007691731956029,9.423720622722765,10.22525896911397,above,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.297872340425532,47.0,School F,All,All,All,Non-SEN,436.0,7.0,2.8922018348623855,0.18513488669314876,2.7070669481692367,3.0773367215555343,above,Loneliness,How often young people feel lonely
support_score,5.130434782608695,46.0,School F,All,All,All,Non-SEN,404.0,7.0,5.2227722772277225,0.1961180955745027,5.02665418165322,5.418890372802225,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.5,42.0,School F,All,All,All,Non-SEN,414.0,7.0,0.4758454106280193,0.07056988658602446,0.40527552404199485,0.5464152972140438,average,Sleep,How much sleep young people get
physical_score,284.61538461538464,39.0,School F,All,All,All,Non-SEN,369.0,7.0,248.130081300813,25.096918069223747,223.03316323158924,273.22699937003676,above,Physical activity,How physically active young people are
free_like_score,0.4782608695652174,46.0,School F,All,All,All,Non-SEN,425.0,7.0,0.42823529411764705,0.05335402329304235,0.3748812708246047,0.4815893174106894,average,Free time,How often young people can do things that they like in their free time
media_score,3.9375,48.0,School F,All,All,All,Non-SEN,439.0,7.0,3.908883826879271,0.21008362656600782,3.698800200313263,4.118967453445279,average,Social media use,How much time young people spend on social media
places_score,0.5434782608695652,46.0,School F,All,All,All,Non-SEN,435.0,7.0,0.49885057471264366,0.06366339360584537,0.43518718110679827,0.562513968318489,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.869565217391304,46.0,School F,All,All,All,Non-SEN,424.0,7.0,2.4180424528301887,0.1955064625667361,2.2225359902634527,2.6135489153969247,above,,
home_talk_score,2.838888888888889,45.0,School F,All,All,All,Non-SEN,410.0,7.0,2.5365853658536586,0.13938832051722555,2.397197045336433,2.675973686370884,above,,
peer_talk_score,2.5543478260869565,46.0,School F,All,All,All,Non-SEN,418.0,7.0,2.4946172248803826,0.1104402994573172,2.3841769254230654,2.6050575243377,average,,
talk_score,8.262195121951219,41.0,School F,All,All,All,Non-SEN,371.0,7.0,7.47911051212938,0.4204666220998695,7.0586438900295105,7.89957713422925,above,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.627906976744184,43.0,School F,All,All,All,Non-SEN,390.0,7.0,10.04102564102564,0.28823402149404936,9.75279161953159,10.329259662519691,above,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,3.075,40.0,School F,All,All,All,Non-SEN,397.0,7.0,3.005037783375315,0.18799198653537508,2.81704579683994,3.19302976991069,average,School connection,Feelings of belonging at school
staff_relationship_score,11.829268292682928,41.0,School F,All,All,All,Non-SEN,367.0,7.0,11.948228882833787,0.28128146748752625,11.666947415346261,12.229510350321313,average,Support from staff,The support received from adults at school
home_relationship_score,11.526315789473683,38.0,School F,All,All,All,Non-SEN,344.0,7.0,12.049418604651162,0.3678706622015091,11.681547942449653,12.417289266852672,below,Support from parents/carers,The support received from adults at home
home_happy_score,4.933333333333334,45.0,School F,All,All,All,Non-SEN,397.0,7.0,4.924433249370277,0.16930010924096472,4.755133140129312,5.093733358611241,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,15.365079365079364,21.0,School F,All,All,All,Non-SEN,209.0,7.0,15.303030303030301,0.5615307460397923,14.741499556990508,15.864561049070094,average,Local environment,How young people feel regarding the area where they live
discrim_score,0.9791666666666666,48.0,School F,All,All,All,Non-SEN,442.0,7.0,0.9819004524886877,0.00841652324438537,0.9734839292443024,0.9903169757330731,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4090909090909091,44.0,School F,All,All,All,Non-SEN,412.0,7.0,0.4441747572815534,0.06514968662544289,0.3790250706561105,0.5093244439069963,average,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.4242424242424242,33.0,School F,All,All,All,Non-SEN,295.0,7.0,0.35254237288135587,0.051241525962116244,0.30130084691923964,0.4037838988434721,above,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.875,20.0,School F,All,All,All,Non-SEN,165.0,7.0,7.3121212121212125,0.447491312960261,6.864629899160952,7.759612525081473,above,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4791666666666667,48.0,School F,All,All,All,Non-SEN,427.0,7.0,0.49882903981264637,0.06424321357644973,0.4345858262361966,0.5630722533890961,average,Climate change,Worries regarding climate change
social_score,11.96551724137931,29.0,School F,All,All,All,Non-SEN,285.0,7.0,12.0,0.3512571546441322,11.648742845355867,12.351257154644133,average,Support from friends,The support young people receive from their peers
bully_score,7.282608695652174,46.0,School F,All,All,All,Non-SEN,417.0,7.0,7.410071942446043,0.1022905575435526,7.307781384902491,7.512362499989596,below,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,18.757142857142856,70.0,School G,All,All,All,All,496.0,7.0,18.058467741935484,0.41830934513066415,17.64015839680482,18.476777087066147,above,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.969072164948454,97.0,School G,All,All,All,All,725.0,7.0,5.0937931034482755,0.3091582576022344,4.784634845846041,5.40295136105051,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,11.797872340425531,94.0,School G,All,All,All,All,728.0,7.0,12.057692307692308,0.21063721540101735,11.84705509229129,12.268329523093326,below,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,20.73134328358209,67.0,School G,All,All,All,All,540.0,7.0,20.95,0.3376456245958411,20.61235437540416,21.28764562459584,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.947368421052632,57.0,School G,All,All,All,All,473.0,7.0,12.746300211416491,0.2609034614244116,12.485396749992079,13.007203672840904,average,Self-esteem,How much young people value themselves
stress_score,7.7073170731707314,82.0,School G,All,All,All,All,618.0,7.0,8.08252427184466,0.2657591715176533,7.816765100327006,8.348283443362313,below,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.2105263157894735,95.0,School G,All,All,All,All,740.0,7.0,4.987837837837838,0.41696781798104504,4.570870019856793,5.404805655818883,below,Feelings around appearance,Young people's feelings around the way that they look
negative_score,10.23728813559322,59.0,School G,All,All,All,All,453.0,7.0,9.93598233995585,0.3525196662186804,9.583462673737168,10.28850200617453,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.144230769230769,104.0,School G,All,All,All,All,789.0,7.0,2.9657794676806084,0.16855988260183008,2.7972195850787784,3.1343393502824384,above,Loneliness,How often young people feel lonely
support_score,5.239583333333333,96.0,School G,All,All,All,All,740.0,7.0,5.127027027027027,0.1664157914576826,4.960611235569345,5.293442818484709,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.4757281553398058,103.0,School G,All,All,All,All,755.0,7.0,0.4821192052980132,0.036030931855877156,0.4460882734421361,0.5181501371538904,average,Sleep,How much sleep young people get
physical_score,270.3296703296703,91.0,School G,All,All,All,All,685.0,7.0,250.77372262773721,29.972655797304544,220.80106683043266,280.74637842504177,average,Physical activity,How physically active young people are
free_like_score,0.3653846153846153,104.0,School G,All,All,All,All,767.0,7.0,0.39504563233376794,0.034618014343651936,0.360427617990116,0.42966364667741985,average,Free time,How often young people can do things that they like in their free time
media_score,3.990566037735849,106.0,School G,All,All,All,All,795.0,7.0,3.913207547169811,0.15143392806532952,3.7617736191044817,4.064641475235141,average,Social media use,How much time young people spend on social media
places_score,0.5523809523809524,105.0,School G,All,All,All,All,785.0,7.0,0.49554140127388535,0.03775962114598525,0.4577817801279001,0.5333010224198707,above,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.5392156862745097,102.0,School G,All,All,All,All,763.0,7.0,2.479357798165138,0.13141735151063028,2.3479404466545075,2.610775149675768,average,,
home_talk_score,2.494565217391304,92.0,School G,All,All,All,All,742.0,7.0,2.4973045822102424,0.052219416156937606,2.4450851660533046,2.5495239983671802,average,,
peer_talk_score,2.6607142857142856,98.0,School G,All,All,All,All,757.0,7.0,2.534015852047556,0.10796612629619404,2.426049725751362,2.6419819783437504,above,,
talk_score,7.660493827160494,81.0,School G,All,All,All,All,672.0,7.0,7.508184523809524,0.23510067467080764,7.273083849138716,7.743285198480331,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.263736263736265,91.0,School G,All,All,All,All,693.0,7.0,10.012987012987013,0.23336679270112132,9.779620220285892,10.246353805688134,above,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.95,100.0,School G,All,All,All,All,710.0,7.0,2.952112676056338,0.19616792469299515,2.755944751363343,3.148280600749333,average,School connection,Feelings of belonging at school
staff_relationship_score,12.33695652173913,92.0,School G,All,All,All,All,679.0,7.0,11.964653902798233,0.1748581629900406,11.789795739808191,12.139512065788274,above,Support from staff,The support received from adults at school
home_relationship_score,12.18421052631579,76.0,School G,All,All,All,All,600.0,7.0,12.008333333333333,0.18611203072898155,11.822221302604351,12.194445364062314,average,Support from parents/carers,The support received from adults at home
home_happy_score,4.870967741935484,93.0,School G,All,All,All,All,715.0,7.0,4.979020979020979,0.16785647969264023,4.811164499328339,5.146877458713619,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,14.847457627118644,59.0,School G,All,All,All,All,401.0,7.0,15.16708229426434,0.4261564328564393,14.7409258614079,15.593238727120779,average,Local environment,How young people feel regarding the area where they live
discrim_score,0.9528301886792452,106.0,School G,All,All,All,All,800.0,7.0,0.9825,0.012666109389992115,0.9698338906100079,0.9951661093899922,below,Discrimination,Whether young people feel discriminated against
belong_local_score,0.40625,96.0,School G,All,All,All,All,741.0,7.0,0.4493927125506073,0.03613575270053494,0.4132569598500724,0.48552846525114224,below,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.3571428571428571,70.0,School G,All,All,All,All,568.0,7.0,0.33274647887323944,0.04614101686548794,0.2866054620077515,0.3788874957387274,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.4,40.0,School G,All,All,All,All,297.0,7.0,7.412457912457913,0.2623444312293828,7.15011348122853,7.674802343687295,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.6176470588235294,102.0,School G,All,All,All,All,772.0,7.0,0.5090673575129534,0.049534702194626835,0.45953265531832654,0.5586020597075803,above,Climate change,Worries regarding climate change
social_score,12.130434782608695,69.0,School G,All,All,All,All,515.0,7.0,11.959223300970875,0.16446825822900962,11.794755042741865,12.123691559199884,above,Support from friends,The support young people receive from their peers
bully_score,7.480392156862745,102.0,School G,All,All,All,All,760.0,7.0,7.453947368421052,0.09033229069250945,7.363615077728543,7.5442796591135615,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,18.9,30.0,School G,Year 8,All,All,All,262.0,7.0,18.137404580152673,0.5099678480494618,17.62743673210321,18.647372428202136,above,Autonomy,How 'in control' young people feel of their life
