variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab
support_score,4.585365853658536,41.0,School E,All,All,FSM,All
sleep_score,0.5434782608695652,46.0,School E,All,All,FSM,All
physical_score,219.16666666666666,36.0,School E,All,All,FSM,All
free_like_score,0.34782608695652173,46.0,School E,All,All,FSM,All
media_score,3.6222222222222222,45.0,School E,All,All,FSM,All
places_score,0.45652173913043476,46.0,School E,All,All,FSM,All
staff_talk_score,2.6447368421052633,38.0,School E,All,All,FSM,All
home_talk_score,2.488372093023256,43.0,School E,All,All,FSM,All
peer_talk_score,2.4583333333333335,48.0,School E,All,All,FSM,All
talk_score,7.448529411764706,34.0,School E,All,All,FSM,All
accept_score,9.930232558139535,43.0,School E,All,All,FSM,All
school_belong_score,2.6956521739130435,46.0,School E,All,All,FSM,All
staff_relationship_score,11.897435897435898,39.0,School E,All,All,FSM,All
home_relationship_score,12.558823529411764,34.0,School E,All,All,FSM,All
home_happy_score,4.863636363636363,44.0,School E,All,All,FSM,All
local_env_score,14.344086021505374,31.0,School E,All,All,FSM,All
discrim_score,1.0,49.0,School E,All,All,FSM,All
belong_local_score,0.4888888888888889,45.0,School E,All,All,FSM,All
wealth_score,0.41935483870967744,31.0,School E,All,All,FSM,All
future_score,7.0476190476190474,21.0,School E,All,All,FSM,All
climate_score,0.425531914893617,47.0,School E,All,All,FSM,All
social_score,12.333333333333334,33.0,School E,All,All,FSM,All
bully_score,7.461538461538462,39.0,School E,All,All,FSM,All
birth_you_age_score,7.662162162162162,37.0,School E,All,All,Non-FSM,All
autonomy_score,18.59090909090909,22.0,School E,All,All,Non-FSM,All
life_satisfaction_score,5.2682926829268295,41.0,School E,All,All,Non-FSM,All
optimism_score,11.379310344827585,29.0,School E,All,All,Non-FSM,All
wellbeing_score,21.1,20.0,School E,All,All,Non-FSM,All
esteem_score,12.242424242424242,33.0,School E,All,All,Non-FSM,All
stress_score,8.45945945945946,37.0,School E,All,All,Non-FSM,All
appearance_score,5.0588235294117645,34.0,School E,All,All,Non-FSM,All
negative_score,9.952380952380953,21.0,School E,All,All,Non-FSM,All
lonely_score,2.710526315789474,38.0,School E,All,All,Non-FSM,All
support_score,5.157894736842105,38.0,School E,All,All,Non-FSM,All
sleep_score,0.6410256410256411,39.0,School E,All,All,Non-FSM,All
physical_score,232.89473684210526,38.0,School E,All,All,Non-FSM,All
free_like_score,0.475,40.0,School E,All,All,Non-FSM,All
media_score,3.6285714285714286,35.0,School E,All,All,Non-FSM,All
places_score,0.5555555555555556,36.0,School E,All,All,Non-FSM,All
staff_talk_score,2.6842105263157894,38.0,School E,All,All,Non-FSM,All
home_talk_score,2.6463414634146343,41.0,School E,All,All,Non-FSM,All
peer_talk_score,2.28125,40.0,School E,All,All,Non-FSM,All
talk_score,7.743243243243243,37.0,School E,All,All,Non-FSM,All
accept_score,9.558823529411764,34.0,School E,All,All,Non-FSM,All
school_belong_score,2.5,40.0,School E,All,All,Non-FSM,All
staff_relationship_score,12.181818181818182,33.0,School E,All,All,Non-FSM,All
home_relationship_score,12.125,32.0,School E,All,All,Non-FSM,All
home_happy_score,5.324324324324325,37.0,School E,All,All,Non-FSM,All
local_env_score,15.53968253968254,21.0,School E,All,All,Non-FSM,All
discrim_score,1.0,41.0,School E,All,All,Non-FSM,All
belong_local_score,0.6470588235294118,34.0,School E,All,All,Non-FSM,All
wealth_score,0.3333333333333333,27.0,School E,All,All,Non-FSM,All
future_score,6.861111111111111,18.0,School E,All,All,Non-FSM,All
climate_score,0.48717948717948717,39.0,School E,All,All,Non-FSM,All
social_score,12.208333333333334,24.0,School E,All,All,Non-FSM,All
bully_score,7.741935483870968,31.0,School E,All,All,Non-FSM,All
birth_you_age_score,7.011627906976744,43.0,School E,All,All,All,SEN
autonomy_score,18.925925925925927,27.0,School E,All,All,All,SEN
life_satisfaction_score,5.4,45.0,School E,All,All,All,SEN
optimism_score,11.264705882352942,34.0,School E,All,All,All,SEN
wellbeing_score,20.714285714285715,28.0,School E,All,All,All,SEN
esteem_score,12.41025641025641,39.0,School E,All,All,All,SEN
stress_score,7.871794871794871,39.0,School E,All,All,All,SEN
appearance_score,5.166666666666667,36.0,School E,All,All,All,SEN
negative_score,10.043478260869565,23.0,School E,All,All,All,SEN
lonely_score,3.186046511627907,43.0,School E,All,All,All,SEN
support_score,4.945945945945946,37.0,School E,All,All,All,SEN
sleep_score,0.6046511627906976,43.0,School E,All,All,All,SEN
physical_score,200.4878048780488,41.0,School E,All,All,All,SEN
free_like_score,0.38636363636363635,44.0,School E,All,All,All,SEN
media_score,3.6341463414634148,41.0,School E,All,All,All,SEN
places_score,0.6097560975609756,41.0,School E,All,All,All,SEN
staff_talk_score,2.7884615384615383,39.0,School E,All,All,All,SEN
home_talk_score,2.5568181818181817,44.0,School E,All,All,All,SEN
peer_talk_score,2.130434782608696,46.0,School E,All,All,All,SEN
talk_score,7.493421052631579,38.0,School E,All,All,All,SEN
accept_score,9.891891891891891,37.0,School E,All,All,All,SEN
school_belong_score,2.4545454545454546,44.0,School E,All,All,All,SEN
staff_relationship_score,11.756756756756756,37.0,School E,All,All,All,SEN
home_relationship_score,12.121212121212121,33.0,School E,All,All,All,SEN
home_happy_score,5.857142857142857,42.0,School E,All,All,All,SEN
local_env_score,14.30864197530864,27.0,School E,All,All,All,SEN
discrim_score,1.0,46.0,School E,All,All,All,SEN
belong_local_score,0.4878048780487805,41.0,School E,All,All,All,SEN
wealth_score,0.36363636363636365,33.0,School E,All,All,All,SEN
future_score,6.95,20.0,School E,All,All,All,SEN
climate_score,0.5227272727272727,44.0,School E,All,All,All,SEN
social_score,12.37037037037037,27.0,School E,All,All,All,SEN
bully_score,7.891891891891892,37.0,School E,All,All,All,SEN
birth_you_age_score,7.583333333333333,36.0,School E,All,All,All,Non-SEN
autonomy_score,17.35,20.0,School E,All,All,All,Non-SEN
life_satisfaction_score,4.589743589743589,39.0,School E,All,All,All,Non-SEN
optimism_score,12.0,27.0,School E,All,All,All,Non-SEN
wellbeing_score,19.38888888888889,18.0,School E,All,All,All,Non-SEN
esteem_score,12.9375,32.0,School E,All,All,All,Non-SEN
stress_score,8.4375,32.0,School E,All,All,All,Non-SEN
appearance_score,4.882352941176471,34.0,School E,All,All,All,Non-SEN
negative_score,10.5,14.0,School E,All,All,All,Non-SEN
lonely_score,2.8857142857142857,35.0,School E,All,All,All,Non-SEN
support_score,4.75,36.0,School E,All,All,All,Non-SEN
sleep_score,0.5675675675675675,37.0,School E,All,All,All,Non-SEN
physical_score,242.06896551724137,29.0,School E,All,All,All,Non-SEN
free_like_score,0.40540540540540543,37.0,School E,All,All,All,Non-SEN
media_score,3.411764705882353,34.0,School E,All,All,All,Non-SEN
places_score,0.4444444444444444,36.0,School E,All,All,All,Non-SEN
staff_talk_score,2.484375,32.0,School E,All,All,All,Non-SEN
home_talk_score,2.5785714285714287,35.0,School E,All,All,All,Non-SEN
peer_talk_score,2.7635135135135136,37.0,School E,All,All,All,Non-SEN
talk_score,7.866071428571429,28.0,School E,All,All,All,Non-SEN
accept_score,9.714285714285714,35.0,School E,All,All,All,Non-SEN
school_belong_score,2.891891891891892,37.0,School E,All,All,All,Non-SEN
staff_relationship_score,12.4,30.0,School E,All,All,All,Non-SEN
home_relationship_score,12.387096774193548,31.0,School E,All,All,All,Non-SEN
home_happy_score,4.088235294117647,34.0,School E,All,All,All,Non-SEN
local_env_score,14.714285714285714,21.0,School E,All,All,All,Non-SEN
discrim_score,1.0,39.0,School E,All,All,All,Non-SEN
belong_local_score,0.6,35.0,School E,All,All,All,Non-SEN
wealth_score,0.391304347826087,23.0,School E,All,All,All,Non-SEN
future_score,7.088235294117647,17.0,School E,All,All,All,Non-SEN
climate_score,0.40540540540540543,37.0,School E,All,All,All,Non-SEN
social_score,12.178571428571429,28.0,School E,All,All,All,Non-SEN
bully_score,7.225806451612903,31.0,School E,All,All,All,Non-SEN
birth_you_age_score,7.642857142857143,91.0,School F,All,All,All,All
autonomy_score,17.40983606557377,61.0,School F,All,All,All,All
life_satisfaction_score,4.709677419354839,93.0,School F,All,All,All,All
optimism_score,12.457142857142857,70.0,School F,All,All,All,All
wellbeing_score,20.685185185185187,54.0,School F,All,All,All,All
esteem_score,12.536585365853659,82.0,School F,All,All,All,All
stress_score,8.644736842105264,76.0,School F,All,All,All,All
appearance_score,5.1022727272727275,88.0,School F,All,All,All,All
negative_score,10.363636363636363,44.0,School F,All,All,All,All
lonely_score,3.0681818181818183,88.0,School F,All,All,All,All
support_score,5.0,89.0,School F,All,All,All,All
sleep_score,0.45054945054945056,91.0,School F,All,All,All,All
physical_score,260.79545454545456,88.0,School F,All,All,All,All
free_like_score,0.3829787234042553,94.0,School F,All,All,All,All
media_score,4.011627906976744,86.0,School F,All,All,All,All
places_score,0.5,90.0,School F,All,All,All,All
staff_talk_score,2.6280487804878048,82.0,School F,All,All,All,All
home_talk_score,2.5676470588235296,85.0,School F,All,All,All,All
peer_talk_score,2.532258064516129,93.0,School F,All,All,All,All
talk_score,7.543478260869565,69.0,School F,All,All,All,All
accept_score,10.525641025641026,78.0,School F,All,All,All,All
school_belong_score,3.1354166666666665,96.0,School F,All,All,All,All
staff_relationship_score,11.463414634146341,82.0,School F,All,All,All,All
home_relationship_score,12.014285714285714,70.0,School F,All,All,All,All
home_happy_score,5.0777777777777775,90.0,School F,All,All,All,All
local_env_score,15.245901639344263,61.0,School F,All,All,All,All
discrim_score,0.9896907216494846,97.0,School F,All,All,All,All
belong_local_score,0.4222222222222222,90.0,School F,All,All,All,All
wealth_score,0.42424242424242425,66.0,School F,All,All,All,All
future_score,7.663043478260869,46.0,School F,All,All,All,All
climate_score,0.5274725274725275,91.0,School F,All,All,All,All
social_score,11.984848484848484,66.0,School F,All,All,All,All
bully_score,7.481012658227848,79.0,School F,All,All,All,All
birth_you_age_score,7.711111111111111,90.0,School F,Year 8,All,All,All
autonomy_score,17.40983606557377,61.0,School F,Year 8,All,All,All
life_satisfaction_score,4.760869565217392,92.0,School F,Year 8,All,All,All
optimism_score,12.420289855072463,69.0,School F,Year 8,All,All,All
wellbeing_score,20.69811320754717,53.0,School F,Year 8,All,All,All
esteem_score,12.580246913580247,81.0,School F,Year 8,All,All,All
stress_score,8.644736842105264,76.0,School F,Year 8,All,All,All
appearance_score,5.045977011494253,87.0,School F,Year 8,All,All,All
negative_score,10.363636363636363,44.0,School F,Year 8,All,All,All
lonely_score,3.057471264367816,87.0,School F,Year 8,All,All,All
support_score,5.0,88.0,School F,Year 8,All,All,All
sleep_score,0.4444444444444444,90.0,School F,Year 8,All,All,All
physical_score,259.6551724137931,87.0,School F,Year 8,All,All,All
free_like_score,0.3763440860215054,93.0,School F,Year 8,All,All,All
media_score,4.011764705882353,85.0,School F,Year 8,All,All,All
places_score,0.4943820224719101,89.0,School F,Year 8,All,All,All
staff_talk_score,2.6481481481481484,81.0,School F,Year 8,All,All,All
home_talk_score,2.5625,84.0,School F,Year 8,All,All,All
peer_talk_score,2.516304347826087,92.0,School F,Year 8,All,All,All
talk_score,7.536764705882353,68.0,School F,Year 8,All,All,All
accept_score,10.506493506493506,77.0,School F,Year 8,All,All,All
school_belong_score,3.1473684210526316,95.0,School F,Year 8,All,All,All
staff_relationship_score,11.432098765432098,81.0,School F,Year 8,All,All,All
home_relationship_score,11.985507246376812,69.0,School F,Year 8,All,All,All
home_happy_score,5.101123595505618,89.0,School F,Year 8,All,All,All
local_env_score,15.294444444444446,60.0,School F,Year 8,All,All,All
discrim_score,0.9895833333333334,96.0,School F,Year 8,All,All,All
belong_local_score,0.4157303370786517,89.0,School F,Year 8,All,All,All
wealth_score,0.42424242424242425,66.0,School F,Year 8,All,All,All
future_score,7.663043478260869,46.0,School F,Year 8,All,All,All
climate_score,0.5333333333333333,90.0,School F,Year 8,All,All,All
social_score,12.0,65.0,School F,Year 8,All,All,All
bully_score,7.481012658227848,79.0,School F,Year 8,All,All,All
birth_you_age_score,,,School F,Year 10,All,All,All
autonomy_score,,,School F,Year 10,All,All,All
life_satisfaction_score,,,School F,Year 10,All,All,All
optimism_score,,,School F,Year 10,All,All,All
wellbeing_score,,,School F,Year 10,All,All,All
esteem_score,,,School F,Year 10,All,All,All
stress_score,,,School F,Year 10,All,All,All
appearance_score,,,School F,Year 10,All,All,All
negative_score,,,School F,Year 10,All,All,All
lonely_score,,,School F,Year 10,All,All,All
support_score,,,School F,Year 10,All,All,All
sleep_score,,,School F,Year 10,All,All,All
physical_score,,,School F,Year 10,All,All,All
free_like_score,,,School F,Year 10,All,All,All
media_score,,,School F,Year 10,All,All,All
places_score,,,School F,Year 10,All,All,All
staff_talk_score,,,School F,Year 10,All,All,All
home_talk_score,,,School F,Year 10,All,All,All
peer_talk_score,,,School F,Year 10,All,All,All
talk_score,,,School F,Year 10,All,All,All
accept_score,,,School F,Year 10,All,All,All
school_belong_score,,,School F,Year 10,All,All,All
staff_relationship_score,,,School F,Year 10,All,All,All
home_relationship_score,,,School F,Year 10,All,All,All
home_happy_score,,,School F,Year 10,All,All,All
local_env_score,,,School F,Year 10,All,All,All
discrim_score,,,School F,Year 10,All,All,All
belong_local_score,,,School F,Year 10,All,All,All
wealth_score,,,School F,Year 10,All,All,All
future_score,,,School F,Year 10,All,All,All
climate_score,,,School F,Year 10,All,All,All
social_score,,,School F,Year 10,All,All,All
bully_score,,,School F,Year 10,All,All,All
birth_you_age_score,6.833333333333333,12.0,School F,All,Girl,All,All
autonomy_score,,,School F,All,Girl,All,All
life_satisfaction_score,4.75,12.0,School F,All,Girl,All,All
optimism_score,,,School F,All,Girl,All,All
wellbeing_score,,,School F,All,Girl,All,All
esteem_score,12.3,10.0,School F,All,Girl,All,All
stress_score,,,School F,All,Girl,All,All
appearance_score,6.7272727272727275,11.0,School F,All,Girl,All,All
negative_score,,,School F,All,Girl,All,All
lonely_score,2.5,10.0,School F,All,Girl,All,All
support_score,5.5,10.0,School F,All,Girl,All,All
sleep_score,0.6363636363636364,11.0,School F,All,Girl,All,All
physical_score,294.54545454545456,11.0,School F,All,Girl,All,All
free_like_score,0.5833333333333334,12.0,School F,All,Girl,All,All
media_score,3.0833333333333335,12.0,School F,All,Girl,All,All
places_score,0.4166666666666667,12.0,School F,All,Girl,All,All
staff_talk_score,2.1818181818181817,11.0,School F,All,Girl,All,All
home_talk_score,2.0,11.0,School F,All,Girl,All,All
peer_talk_score,2.3863636363636362,11.0,School F,All,Girl,All,All
talk_score,,,School F,All,Girl,All,All
accept_score,,,School F,All,Girl,All,All
school_belong_score,2.75,12.0,School F,All,Girl,All,All
staff_relationship_score,11.7,10.0,School F,All,Girl,All,All
home_relationship_score,,,School F,All,Girl,All,All
home_happy_score,5.833333333333333,12.0,School F,All,Girl,All,All
local_env_score,,,School F,All,Girl,All,All
discrim_score,1.0,12.0,School F,All,Girl,All,All
belong_local_score,0.5,10.0,School F,All,Girl,All,All
wealth_score,,,School F,All,Girl,All,All
future_score,,,School F,All,Girl,All,All
climate_score,0.5833333333333334,12.0,School F,All,Girl,All,All
social_score,,,School F,All,Girl,All,All
bully_score,7.7,10.0,School F,All,Girl,All,All
birth_you_age_score,5.911764705882353,17.0,School F,All,Boy,All,All
autonomy_score,16.76923076923077,13.0,School F,All,Boy,All,All
life_satisfaction_score,4.722222222222222,18.0,School F,All,Boy,All,All
optimism_score,11.571428571428571,14.0,School F,All,Boy,All,All
wellbeing_score,19.636363636363637,11.0,School F,All,Boy,All,All
esteem_score,12.529411764705882,17.0,School F,All,Boy,All,All
stress_score,8.470588235294118,17.0,School F,All,Boy,All,All
appearance_score,3.6666666666666665,18.0,School F,All,Boy,All,All
negative_score,10.2,10.0,School F,All,Boy,All,All
lonely_score,2.6875,16.0,School F,All,Boy,All,All
support_score,5.333333333333333,18.0,School F,All,Boy,All,All
sleep_score,0.5,18.0,School F,All,Boy,All,All
physical_score,186.66666666666666,18.0,School F,All,Boy,All,All
free_like_score,0.21052631578947367,19.0,School F,All,Boy,All,All
media_score,4.294117647058823,17.0,School F,All,Boy,All,All
places_score,0.5,16.0,School F,All,Boy,All,All
staff_talk_score,2.390625,16.0,School F,All,Boy,All,All
home_talk_score,2.8472222222222223,18.0,School F,All,Boy,All,All
peer_talk_score,2.486842105263158,19.0,School F,All,Boy,All,All
talk_score,7.5,15.0,School F,All,Boy,All,All
accept_score,10.117647058823529,17.0,School F,All,Boy,All,All
school_belong_score,3.4210526315789473,19.0,School F,All,Boy,All,All
staff_relationship_score,12.4,15.0,School F,All,Boy,All,All
home_relationship_score,12.333333333333334,12.0,School F,All,Boy,All,All
home_happy_score,5.833333333333333,18.0,School F,All,Boy,All,All
local_env_score,,,School F,All,Boy,All,All
discrim_score,1.0,19.0,School F,All,Boy,All,All
belong_local_score,0.5263157894736842,19.0,School F,All,Boy,All,All
wealth_score,0.25,12.0,School F,All,Boy,All,All
future_score,,,School F,All,Boy,All,All
climate_score,0.4117647058823529,17.0,School F,All,Boy,All,All
social_score,9.846153846153847,13.0,School F,All,Boy,All,All
bully_score,7.2,15.0,School F,All,Boy,All,All
birth_you_age_score,8.021739130434783,46.0,School F,All,All,FSM,All
autonomy_score,17.612903225806452,31.0,School F,All,All,FSM,All
life_satisfaction_score,4.4,50.0,School F,All,All,FSM,All
optimism_score,12.853658536585366,41.0,School F,All,All,FSM,All
wellbeing_score,21.103448275862068,29.0,School F,All,All,FSM,All
esteem_score,12.341463414634147,41.0,School F,All,All,FSM,All
stress_score,8.125,40.0,School F,All,All,FSM,All
appearance_score,5.022222222222222,45.0,School F,All,All,FSM,All
negative_score,10.48,25.0,School F,All,All,FSM,All
lonely_score,2.9583333333333335,48.0,School F,All,All,FSM,All
support_score,5.170212765957447,47.0,School F,All,All,FSM,All
sleep_score,0.4791666666666667,48.0,School F,All,All,FSM,All
physical_score,284.6666666666667,45.0,School F,All,All,FSM,All
free_like_score,0.3673469387755102,49.0,School F,All,All,FSM,All
media_score,4.113636363636363,44.0,School F,All,All,FSM,All
places_score,0.5510204081632653,49.0,School F,All,All,FSM,All
staff_talk_score,2.8392857142857144,42.0,School F,All,All,FSM,All
home_talk_score,2.6511627906976742,43.0,School F,All,All,FSM,All
peer_talk_score,2.65625,48.0,School F,All,All,FSM,All
talk_score,7.985294117647059,34.0,School F,All,All,FSM,All
accept_score,10.073170731707316,41.0,School F,All,All,FSM,All
school_belong_score,3.215686274509804,51.0,School F,All,All,FSM,All
staff_relationship_score,11.575,40.0,School F,All,All,FSM,All
home_relationship_score,11.942857142857143,35.0,School F,All,All,FSM,All
home_happy_score,4.583333333333333,48.0,School F,All,All,FSM,All
local_env_score,15.375,32.0,School F,All,All,FSM,All
discrim_score,0.9803921568627451,51.0,School F,All,All,FSM,All
belong_local_score,0.46938775510204084,49.0,School F,All,All,FSM,All
wealth_score,0.30303030303030304,33.0,School F,All,All,FSM,All
future_score,8.08,25.0,School F,All,All,FSM,All
climate_score,0.5,46.0,School F,All,All,FSM,All
social_score,12.242424242424242,33.0,School F,All,All,FSM,All
bully_score,7.222222222222222,45.0,School F,All,All,FSM,All
birth_you_age_score,7.071428571428571,42.0,School F,All,All,Non-FSM,All
autonomy_score,17.23076923076923,26.0,School F,All,All,Non-FSM,All
life_satisfaction_score,4.743589743589744,39.0,School F,All,All,Non-FSM,All
optimism_score,12.115384615384615,26.0,School F,All,All,Non-FSM,All
wellbeing_score,19.666666666666668,21.0,School F,All,All,Non-FSM,All
esteem_score,12.68421052631579,38.0,School F,All,All,Non-FSM,All
stress_score,9.28125,32.0,School F,All,All,Non-FSM,All
appearance_score,5.153846153846154,39.0,School F,All,All,Non-FSM,All
negative_score,10.166666666666666,18.0,School F,All,All,Non-FSM,All
lonely_score,3.25,36.0,School F,All,All,Non-FSM,All
support_score,4.7631578947368425,38.0,School F,All,All,Non-FSM,All
sleep_score,0.38461538461538464,39.0,School F,All,All,Non-FSM,All
physical_score,231.53846153846155,39.0,School F,All,All,Non-FSM,All
free_like_score,0.4146341463414634,41.0,School F,All,All,Non-FSM,All
media_score,3.8421052631578947,38.0,School F,All,All,Non-FSM,All
places_score,0.4473684210526316,38.0,School F,All,All,Non-FSM,All
staff_talk_score,2.3819444444444446,36.0,School F,All,All,Non-FSM,All
home_talk_score,2.4551282051282053,39.0,School F,All,All,Non-FSM,All
peer_talk_score,2.4634146341463414,41.0,School F,All,All,Non-FSM,All
talk_score,7.1875,32.0,School F,All,All,Non-FSM,All
accept_score,11.212121212121213,33.0,School F,All,All,Non-FSM,All
school_belong_score,3.0,41.0,School F,All,All,Non-FSM,All
staff_relationship_score,11.325,40.0,School F,All,All,Non-FSM,All
home_relationship_score,12.029411764705882,34.0,School F,All,All,Non-FSM,All
home_happy_score,5.421052631578948,38.0,School F,All,All,Non-FSM,All
local_env_score,15.213333333333333,25.0,School F,All,All,Non-FSM,All
discrim_score,1.0,42.0,School F,All,All,Non-FSM,All
belong_local_score,0.3783783783783784,37.0,School F,All,All,Non-FSM,All
wealth_score,0.5483870967741935,31.0,School F,All,All,Non-FSM,All
future_score,7.382352941176471,17.0,School F,All,All,Non-FSM,All
climate_score,0.5853658536585366,41.0,School F,All,All,Non-FSM,All
social_score,11.966666666666667,30.0,School F,All,All,Non-FSM,All
bully_score,7.966666666666667,30.0,School F,All,All,Non-FSM,All
birth_you_age_score,7.195652173913044,46.0,School F,All,All,All,SEN
autonomy_score,17.714285714285715,28.0,School F,All,All,All,SEN
life_satisfaction_score,4.872340425531915,47.0,School F,All,All,All,SEN
optimism_score,12.736842105263158,38.0,School F,All,All,All,SEN
wellbeing_score,21.1,30.0,School F,All,All,All,SEN
esteem_score,12.609756097560975,41.0,School F,All,All,All,SEN
stress_score,8.820512820512821,39.0,School F,All,All,All,SEN
appearance_score,4.911111111111111,45.0,School F,All,All,All,SEN
negative_score,10.448275862068966,29.0,School F,All,All,All,SEN
lonely_score,2.9318181818181817,44.0,School F,All,All,All,SEN
support_score,4.931818181818182,44.0,School F,All,All,All,SEN
sleep_score,0.4375,48.0,School F,All,All,All,SEN
physical_score,246.97674418604652,43.0,School F,All,All,All,SEN
free_like_score,0.2978723404255319,47.0,School F,All,All,All,SEN
media_score,4.317073170731708,41.0,School F,All,All,All,SEN
places_score,0.43478260869565216,46.0,School F,All,All,All,SEN
staff_talk_score,2.50625,40.0,School F,All,All,All,SEN
home_talk_score,2.35625,40.0,School F,All,All,All,SEN
peer_talk_score,2.6302083333333335,48.0,School F,All,All,All,SEN
talk_score,7.234848484848484,33.0,School F,All,All,All,SEN
accept_score,10.435897435897436,39.0,School F,All,All,All,SEN
school_belong_score,3.2291666666666665,48.0,School F,All,All,All,SEN
staff_relationship_score,11.512820512820513,39.0,School F,All,All,All,SEN
home_relationship_score,12.542857142857143,35.0,School F,All,All,All,SEN
home_happy_score,5.1063829787234045,47.0,School F,All,All,All,SEN
local_env_score,15.125,32.0,School F,All,All,All,SEN
discrim_score,1.0,49.0,School F,All,All,All,SEN
belong_local_score,0.45652173913043476,46.0,School F,All,All,All,SEN
wealth_score,0.4411764705882353,34.0,School F,All,All,All,SEN
future_score,7.5,17.0,School F,All,All,All,SEN
climate_score,0.5652173913043478,46.0,School F,All,All,All,SEN
social_score,11.909090909090908,33.0,School F,All,All,All,SEN
bully_score,7.595238095238095,42.0,School F,All,All,All,SEN
birth_you_age_score,7.611111111111111,36.0,School F,All,All,All,Non-SEN
autonomy_score,17.03846153846154,26.0,School F,All,All,All,Non-SEN
life_satisfaction_score,5.055555555555555,36.0,School F,All,All,All,Non-SEN
optimism_score,11.653846153846153,26.0,School F,All,All,All,Non-SEN
wellbeing_score,20.6,20.0,School F,All,All,All,Non-SEN
esteem_score,12.647058823529411,34.0,School F,All,All,All,Non-SEN
stress_score,8.4,30.0,School F,All,All,All,Non-SEN
appearance_score,5.6571428571428575,35.0,School F,All,All,All,Non-SEN
negative_score,9.909090909090908,11.0,School F,All,All,All,Non-SEN
lonely_score,3.1944444444444446,36.0,School F,All,All,All,Non-SEN
support_score,5.142857142857143,35.0,School F,All,All,All,Non-SEN
sleep_score,0.4411764705882353,34.0,School F,All,All,All,Non-SEN
physical_score,284.1666666666667,36.0,School F,All,All,All,Non-SEN
free_like_score,0.5,38.0,School F,All,All,All,Non-SEN
media_score,3.6944444444444446,36.0,School F,All,All,All,Non-SEN
places_score,0.5294117647058824,34.0,School F,All,All,All,Non-SEN
staff_talk_score,2.8106060606060606,33.0,School F,All,All,All,Non-SEN
home_talk_score,2.8,35.0,School F,All,All,All,Non-SEN
peer_talk_score,2.3642857142857143,35.0,School F,All,All,All,Non-SEN
talk_score,7.953703703703703,27.0,School F,All,All,All,Non-SEN
accept_score,10.655172413793103,29.0,School F,All,All,All,Non-SEN
school_belong_score,2.8421052631578947,38.0,School F,All,All,All,Non-SEN
staff_relationship_score,11.0,33.0,School F,All,All,All,Non-SEN
home_relationship_score,11.714285714285714,28.0,School F,All,All,All,Non-SEN
home_happy_score,5.0,34.0,School F,All,All,All,Non-SEN
local_env_score,15.304347826086957,23.0,School F,All,All,All,Non-SEN
discrim_score,0.9736842105263158,38.0,School F,All,All,All,Non-SEN
belong_local_score,0.3888888888888889,36.0,School F,All,All,All,Non-SEN
wealth_score,0.44,25.0,School F,All,All,All,Non-SEN
future_score,7.916666666666667,24.0,School F,All,All,All,Non-SEN
climate_score,0.45714285714285713,35.0,School F,All,All,All,Non-SEN
social_score,11.74074074074074,27.0,School F,All,All,All,Non-SEN
bully_score,7.172413793103448,29.0,School F,All,All,All,Non-SEN
birth_you_age_score,8.115384615384615,91.0,School G,All,All,All,All
autonomy_score,18.421875,64.0,School G,All,All,All,All
life_satisfaction_score,4.9,100.0,School G,All,All,All,All
optimism_score,11.52,75.0,School G,All,All,All,All
wellbeing_score,20.767857142857142,56.0,School G,All,All,All,All
esteem_score,13.05,80.0,School G,All,All,All,All
stress_score,7.670588235294118,85.0,School G,All,All,All,All
appearance_score,4.22093023255814,86.0,School G,All,All,All,All
negative_score,9.978260869565217,46.0,School G,All,All,All,All
lonely_score,3.1875,96.0,School G,All,All,All,All
support_score,5.181818181818182,88.0,School G,All,All,All,All
sleep_score,0.45054945054945056,91.0,School G,All,All,All,All
physical_score,276.8181818181818,88.0,School G,All,All,All,All
free_like_score,0.3958333333333333,96.0,School G,All,All,All,All
media_score,3.967741935483871,93.0,School G,All,All,All,All
places_score,0.5268817204301075,93.0,School G,All,All,All,All
staff_talk_score,2.511627906976744,86.0,School G,All,All,All,All
home_talk_score,2.4704301075268815,93.0,School G,All,All,All,All
peer_talk_score,2.632978723404255,94.0,School G,All,All,All,All
talk_score,7.592105263157895,76.0,School G,All,All,All,All
accept_score,10.364864864864865,74.0,School G,All,All,All,All
school_belong_score,2.9393939393939394,99.0,School G,All,All,All,All
staff_relationship_score,12.636363636363637,77.0,School G,All,All,All,All
home_relationship_score,12.287878787878787,66.0,School G,All,All,All,All
home_happy_score,4.74468085106383,94.0,School G,All,All,All,All
local_env_score,14.755102040816329,49.0,School G,All,All,All,All
discrim_score,0.96,100.0,School G,All,All,All,All
belong_local_score,0.4166666666666667,96.0,School G,All,All,All,All
wealth_score,0.3125,64.0,School G,All,All,All,All
future_score,7.5813953488372094,43.0,School G,All,All,All,All
climate_score,0.6111111111111112,90.0,School G,All,All,All,All
social_score,12.13888888888889,72.0,School G,All,All,All,All
bully_score,7.5,84.0,School G,All,All,All,All
birth_you_age_score,8.127906976744185,43.0,School G,Year 8,All,All,All
autonomy_score,18.676470588235293,34.0,School G,Year 8,All,All,All
life_satisfaction_score,5.125,48.0,School G,Year 8,All,All,All
optimism_score,11.789473684210526,38.0,School G,Year 8,All,All,All
wellbeing_score,20.571428571428573,28.0,School G,Year 8,All,All,All
esteem_score,13.333333333333334,42.0,School G,Year 8,All,All,All
